year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd
2018,24,-174.44999999999874,210.57142857142844,385.0214285714271
2019,25,390.7785714285751,752.8285714285736,362.0499999999985
2020,49,469.528571428569,2143.9785714285695,1674.4500000000003
2021,31,-40.93214285714271,884.8428571428597,925.7750000000024
2022,19,-84.23928571429391,547.1357142857081,631.3750000000019
2023,23,410.1142857142771,871.88571428571,461.77142857143303
2024,27,149.75357142857206,1008.2071428571429,858.4535714285709
2025,19,1062.3714285714498,2123.5571428571648,1061.185714285715
2026,17,1512.6142857142809,3771.9571428571403,2259.3428571428594
