year,trades,net_pnl_usd,pf,expectancy_usd,is_complete_calendar_year
2018,117,-148.85452092452573,0.9227112815278332,-1.272260862602784,False
2019,172,-241.84858437649876,0.9310864374869531,-1.4060964207935975,True
2020,149,-395.28382919852606,0.9371751190189745,-2.652911605359235,True
2021,185,-288.76477388307546,0.9496068471199101,-1.5608906696382459,True
2022,181,-1345.6698242808934,0.7863537240773751,-7.434639913154108,True
2023,162,-426.73056679791057,0.9160525692196125,-2.63413930122167,True
2024,156,-1625.6798816572423,0.7765565942290132,-10.42102488241822,True
2025,168,-2440.3389612867904,0.8309335242260706,-14.52582715051661,True
2026,84,-8470.731801063923,0.517063110073563,-100.84204525076099,False
