window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,4,-2761.1151232188763,0.7458334679627932,False,False
2018Q3->2019Q2,4,-2107.330087425152,0.8061961655523203,False,False
2018Q4->2019Q3,4,-2227.048576977357,0.8249876430510782,False,False
2019Q1->2019Q4,4,-3049.7087906116963,0.7722342297309734,False,False
2019Q2->2020Q1,4,-3641.308122912043,0.7899563159337593,False,False
2019Q3->2020Q2,4,-3522.1420708731794,0.8242569178765986,False,False
2019Q4->2020Q3,4,-4667.004613420017,0.7996612964896472,False,False
2020Q1->2020Q4,4,-4368.467351335015,0.832342451664158,False,False
2020Q2->2021Q1,4,-2480.4737252690106,0.9007732419390792,False,False
2020Q3->2021Q2,4,-3167.044201133106,0.8703863091742288,False,False
2020Q4->2021Q3,4,-854.9105838870621,0.9586107555253209,False,False
2021Q1->2021Q4,4,192.3533213613391,1.0106458618716854,True,False
2021Q2->2022Q1,4,-970.5245081521771,0.9463594676533438,False,False
2021Q3->2022Q2,4,-1032.2383164151315,0.9449639479918434,False,False
2021Q4->2022Q3,4,-3651.0499656538304,0.8221918302090085,False,False
2022Q1->2022Q4,4,-4171.389090679156,0.8076795252733514,False,False
2022Q2->2023Q1,4,-4573.740951972893,0.7930739962258175,False,False
2022Q3->2023Q2,4,-4493.327849272466,0.7862955788444483,False,False
2022Q4->2023Q3,4,-3587.414438846544,0.8124360250865987,False,False
2023Q1->2023Q4,4,-3372.326923026842,0.8219399151927264,False,False
2023Q2->2024Q1,4,-2586.8723248949063,0.8495784645801683,False,False
2023Q3->2024Q2,4,-2505.1120811732135,0.8764265681380534,False,False
2023Q4->2024Q3,4,-3015.2595873281,0.8740542087124415,False,False
2024Q1->2024Q4,4,-2848.8059928992434,0.8938727575133638,False,False
2024Q2->2025Q1,4,-2689.633798750831,0.912229675152935,False,False
2024Q3->2025Q2,4,-7523.222988072485,0.814121184760742,False,False
2024Q4->2025Q3,4,-6417.91481024639,0.8466221103385436,False,False
2025Q1->2025Q4,4,-8442.491177257805,0.843141930712978,False,False
2025Q2->2026Q1,4,-16016.337397620799,0.7985135440016621,False,False
2025Q3->2026Q2,4,-3912.90674893073,0.952673819370658,False,False
