window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2020Q1,8,-2503.3680895009456,0.5940375302345312,False,False
2018Q3->2020Q2,8,-2789.247208749442,0.574244465043774,False,False
2018Q4->2020Q3,8,-2252.4974208999606,0.7050908346176862,False,False
2019Q1->2020Q4,8,-1376.334445816367,0.8237116841460098,False,False
2019Q2->2021Q1,8,-1498.9202192986738,0.8235230803967706,False,False
2019Q3->2021Q2,8,-1390.7749802194471,0.8391773439196044,False,False
2019Q4->2021Q3,8,-1122.7786971857909,0.8632289181523866,False,False
2020Q1->2021Q4,8,-1351.3186616632206,0.8447232618772257,False,False
2020Q2->2022Q1,8,-320.9308244283302,0.9562381562757518,False,False
2020Q3->2022Q2,8,-56.256614991683534,0.9923780153776235,False,False
2020Q4->2022Q3,8,108.75381037659093,1.0165992366035403,True,False
2021Q1->2022Q4,8,-253.57448931705926,0.9612418196269537,False,False
2021Q2->2023Q1,8,343.35629167824953,1.0554451728331204,True,False
2021Q3->2023Q2,8,593.7229657355565,1.0960626716652606,True,False
2021Q4->2023Q3,8,448.79914013826794,1.0739261425138484,True,False
2022Q1->2023Q4,8,810.9530451039896,1.1398327199072102,True,False
2022Q2->2024Q1,8,688.6344947630655,1.1192313153677218,True,False
2022Q3->2024Q2,8,1411.4348293750165,1.241349534740314,True,True
2022Q4->2024Q3,8,906.9958914135502,1.1444833119804245,True,False
2023Q1->2024Q4,8,832.9838651940292,1.1294667093678326,True,False
2023Q2->2025Q1,8,362.7604504677714,1.0494500383989342,True,False
2023Q3->2025Q2,8,327.25546067456924,1.0385213676117102,True,False
2023Q4->2025Q3,8,-117.15891471562043,0.987852420122143,False,False
2024Q1->2025Q4,8,1016.3262707336285,1.0797742077880537,True,False
2024Q2->2026Q1,8,453.71232616334396,1.0259784844097386,True,False
2024Q3->2026Q2,8,1821.9098262690318,1.0944406214651696,True,False
