id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter,entry_year
20,1328,2018-04-05 15:30:00+00:00,1330,2018-04-05 16:30:00+00:00,SELL,1325.75,1328.4136302446325,1328.4136302446325,1320.4227395107353,0.1,-27.33630244632486,-266.3630244632486,-1.0,SL,2018Q2,2018,2,2018-04-05 15:30:00+00:00,2018Q2,2018
21,1374,2018-04-06 15:30:00+00:00,1374,2018-04-06 15:30:00+00:00,SELL,1321.25,1324.2248220343643,1324.2248220343643,1315.3003559312715,0.1,-30.448220343642515,-297.48220343642515,-1.0,SL,2018Q2,2018,0,2018-04-06 15:30:00+00:00,2018Q2,2018
22,1452,2018-04-10 08:30:00+00:00,1454,2018-04-10 09:30:00+00:00,SELL,1331.49,1333.7032968732035,1333.7032968732035,1327.063406253593,0.1,-22.832968732034896,-221.32968732034897,-1.0,SL,2018Q2,2018,2,2018-04-10 08:30:00+00:00,2018Q2,2018
23,1476,2018-04-10 20:30:00+00:00,1476,2018-04-10 20:30:00+00:00,BUY,1342.42,1339.109782566492,1339.109782566492,1349.040434867016,0.1,-33.80217433508115,-331.02174335081145,-1.0,SL,2018Q2,2018,0,2018-04-10 20:30:00+00:00,2018Q2,2018
24,1622,2018-04-16 01:30:00+00:00,1623,2018-04-16 02:00:00+00:00,SELL,1340.67,1344.0834099330002,1344.0834099330002,1333.8431801339998,0.1,-34.83409933000139,-341.3409933000139,-1.0,SL,2018Q2,2018,1,2018-04-16 01:30:00+00:00,2018Q2,2018
25,1683,2018-04-17 09:00:00+00:00,1686,2018-04-17 10:30:00+00:00,BUY,1346.09,1343.898861258239,1343.898861258239,1350.4722774835218,0.1,-22.61138741760824,-219.1138741760824,-1.0,SL,2018Q2,2018,3,2018-04-17 09:00:00+00:00,2018Q2,2018
26,1812,2018-04-20 04:30:00+00:00,1835,2018-04-20 16:00:00+00:00,SELL,1342.05,1336.3642877338032,1344.8928561330983,1336.3642877338032,0.1,56.157122661967875,568.5712266196788,1.927905811202346,TP,2018Q2,2018,23,2018-04-20 04:30:00+00:00,2018Q2,2018
27,1926,2018-04-24 15:30:00+00:00,1928,2018-04-24 16:30:00+00:00,SELL,1325.02,1327.394531259235,1327.394531259235,1320.2709374815297,0.1,-24.445312592350273,-237.45312592350274,-1.0,SL,2018Q2,2018,2,2018-04-24 15:30:00+00:00,2018Q2,2018
28,2017,2018-04-26 15:00:00+00:00,2018,2018-04-26 15:30:00+00:00,SELL,1322.91,1325.2764683207968,1325.2764683207968,1318.1770633584065,0.1,-24.364683207966845,-236.64683207966846,-1.0,SL,2018Q2,2018,1,2018-04-26 15:00:00+00:00,2018Q2,2018
29,2019,2018-04-26 16:00:00+00:00,2019,2018-04-26 16:00:00+00:00,BUY,1324.93,1322.2270757846193,1322.2270757846193,1330.3358484307619,0.1,-27.7292421538079,-270.292421538079,-1.0,SL,2018Q2,2018,0,2018-04-26 16:00:00+00:00,2018Q2,2018
