year,trades,net_pnl_usd,pf,expectancy_usd,is_complete_calendar_year
2018,407,-267.52810806847947,0.96113626283976,-0.6573172188414729,False
2019,552,-1557.927367181232,0.8752881926453816,-2.8223321869225217,True
2020,502,-5844.010025304702,0.7710871420639587,-11.641454233674706,True
2021,476,-1193.457220840581,0.9299544511236902,-2.5072630689928173,True
2022,537,-5454.277077916566,0.7468987397462484,-10.156940554779451,True
2023,484,-1901.3404346999719,0.8886909346407534,-3.928389327892504,True
2024,557,-2292.5980403389112,0.9151209896092426,-4.115974937771833,True
2025,599,-9485.294064527114,0.8250666177615328,-15.835215466656283,True
2026,262,-1654.2844427833952,0.9697538714208852,-6.314062758715249,False
