window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2020Q1,8,913.5100299572088,1.2755245154064367,True,True
2018Q3->2020Q2,8,991.9678381033128,1.2674684767407396,True,True
2018Q4->2020Q3,8,1830.4720344784168,1.4862668207624192,True,True
2019Q1->2020Q4,8,1575.4120275112598,1.3818535748270995,True,True
2019Q2->2021Q1,8,1821.3083113735297,1.430765511807419,True,True
2019Q3->2021Q2,8,1714.0761384195239,1.3940285442140745,True,True
2019Q4->2021Q3,8,1318.1358683947753,1.3059580860761029,True,True
2020Q1->2021Q4,8,1488.5980207793875,1.3385640169227169,True,True
2020Q2->2022Q1,8,957.2550526604114,1.2331999036294925,True,True
2020Q3->2022Q2,8,763.4423308250593,1.196722758073877,True,False
2020Q4->2022Q3,8,259.6317240374984,1.0695085056083407,True,False
2021Q1->2022Q4,8,427.79561233630324,1.1166921873623663,True,False
2021Q2->2023Q1,8,106.58189864937555,1.027540319224047,True,False
2021Q3->2023Q2,8,351.76213390000987,1.0955341621042862,True,False
2021Q4->2023Q3,8,517.372982828866,1.1540591910021085,True,False
2022Q1->2023Q4,8,-137.65125486817658,0.963016914786689,False,False
2022Q2->2024Q1,8,-469.5358629945556,0.870443707452266,False,False
2022Q3->2024Q2,8,-68.79872361222824,0.9820832778230029,False,False
2022Q4->2024Q3,8,635.7669898330133,1.1729766917747646,True,False
2023Q1->2024Q4,8,187.11292467879179,1.0492668535217815,True,False
2023Q2->2025Q1,8,668.0563741968122,1.1879594409541636,True,False
2023Q3->2025Q2,8,29.802661944738475,1.005205615422374,True,False
2023Q4->2025Q3,8,732.1264133291714,1.1197111527058012,True,False
2024Q1->2025Q4,8,881.2186036922261,1.118036357817026,True,False
2024Q2->2026Q1,8,-1525.4954066628727,0.8833048825456198,False,False
2024Q3->2026Q2,8,-3093.6550252588945,0.8099820528817763,False,False
