id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter,entry_year
53,1162,2018-04-02 01:30:00+00:00,1163,2018-04-02 02:00:00+00:00,SELL,1325.26,1327.2234771288581,1327.2234771288581,1321.3330457422835,0.1,-20.334771288581305,-196.34771288581305,-1.0,SL,2018Q2,2018,1,2018-04-02 01:30:00+00:00,2018Q2,2018
54,1178,2018-04-02 09:30:00+00:00,1187,2018-04-02 14:00:00+00:00,BUY,1329.55,1332.4795261468494,1328.0852369265754,1332.4795261468494,0.1,28.59526146849412,292.9526146849412,1.8631710629242668,TP,2018Q2,2018,9,2018-04-02 09:30:00+00:00,2018Q2,2018
55,1196,2018-04-02 18:30:00+00:00,1197,2018-04-02 19:00:00+00:00,SELL,1336.74,1338.863482069915,1338.863482069915,1332.49303586017,0.1,-21.934820699150986,-212.34820699150987,-1.0,SL,2018Q2,2018,1,2018-04-02 18:30:00+00:00,2018Q2,2018
56,1199,2018-04-02 20:00:00+00:00,1200,2018-04-02 20:30:00+00:00,BUY,1339.41,1343.8056013903815,1337.2121993048092,1343.8056013903815,0.1,43.256013903814434,439.56013903814437,1.9073992699422133,TP,2018Q2,2018,1,2018-04-02 20:00:00+00:00,2018Q2,2018
57,1260,2018-04-04 04:30:00+00:00,1261,2018-04-04 05:00:00+00:00,SELL,1331.99,1333.9098564642593,1333.9098564642593,1328.1502870714812,0.1,-19.898564642592827,-191.98564642592828,-1.0,SL,2018Q2,2018,1,2018-04-04 04:30:00+00:00,2018Q2,2018
58,1280,2018-04-04 14:30:00+00:00,1280,2018-04-04 14:30:00+00:00,SELL,1342.95,1345.363960345599,1345.363960345599,1338.122079308802,0.1,-24.8396034559898,-241.396034559898,-1.0,SL,2018Q2,2018,0,2018-04-04 14:30:00+00:00,2018Q2,2018
59,1288,2018-04-04 18:30:00+00:00,1315,2018-04-05 09:00:00+00:00,SELL,1335.37,1327.9592088111121,1339.0753955944438,1327.9592088111121,0.1,73.40791188887742,741.0791188887742,1.9443766898734927,TP,2018Q2,2018,27,2018-04-04 18:30:00+00:00,2018Q2,2018
60,1318,2018-04-05 10:30:00+00:00,1328,2018-04-05 15:30:00+00:00,BUY,1326.9,1324.861472909423,1324.861472909423,1330.9770541811545,0.1,-21.085270905771903,-203.85270905771904,-1.0,SL,2018Q2,2018,10,2018-04-05 10:30:00+00:00,2018Q2,2018
61,1329,2018-04-05 16:00:00+00:00,1330,2018-04-05 16:30:00+00:00,SELL,1325.38,1327.7348924512037,1327.7348924512037,1320.6702150975927,0.1,-24.248924512035682,-235.48924512035683,-1.0,SL,2018Q2,2018,1,2018-04-05 16:00:00+00:00,2018Q2,2018
62,1334,2018-04-05 18:30:00+00:00,1343,2018-04-05 23:00:00+00:00,SELL,1323.95,1327.0013407181248,1327.0013407181248,1317.8473185637504,0.1,-31.213407181247202,-305.13407181247203,-1.0,SL,2018Q2,2018,9,2018-04-05 18:30:00+00:00,2018Q2,2018
63,1378,2018-04-06 17:30:00+00:00,1391,2018-04-09 01:00:00+00:00,SELL,1330.85,1334.6638726295353,1334.6638726295353,1323.2222547409292,0.1,-38.83872629535354,-381.38726295353536,-1.0,SL,2018Q2,2018,13,2018-04-06 17:30:00+00:00,2018Q2,2018
64,1413,2018-04-09 12:00:00+00:00,1415,2018-04-09 13:00:00+00:00,BUY,1329.04,1327.1409436356219,1327.1409436356219,1332.8381127287562,0.1,-19.690563643781115,-189.90563643781115,-1.0,SL,2018Q2,2018,2,2018-04-09 12:00:00+00:00,2018Q2,2018
65,1428,2018-04-09 19:30:00+00:00,1432,2018-04-09 21:30:00+00:00,BUY,1333.42,1337.7116102217,1331.27419488915,1337.7116102217,0.1,42.21610221700011,429.16102217000116,1.9052263220390164,TP,2018Q2,2018,4,2018-04-09 19:30:00+00:00,2018Q2,2018
66,1438,2018-04-10 01:30:00+00:00,1441,2018-04-10 03:00:00+00:00,SELL,1335.88,1337.814656054877,1337.814656054877,1332.0106878902463,0.1,-20.046560548769957,-193.46560548769958,-1.0,SL,2018Q2,2018,3,2018-04-10 01:30:00+00:00,2018Q2,2018
67,1443,2018-04-10 04:00:00+00:00,1443,2018-04-10 04:00:00+00:00,BUY,1338.0,1336.190705183139,1336.190705183139,1341.618589633722,0.1,-18.792948168609836,-180.92948168609837,-1.0,SL,2018Q2,2018,0,2018-04-10 04:00:00+00:00,2018Q2,2018
68,1465,2018-04-10 15:00:00+00:00,1465,2018-04-10 15:00:00+00:00,SELL,1336.33,1338.4672516956102,1338.4672516956102,1332.0554966087793,0.1,-22.072516956103026,-213.72516956103027,-1.0,SL,2018Q2,2018,0,2018-04-10 15:00:00+00:00,2018Q2,2018
