quarter,year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,131,334.66405571344535,2471.262277546108,2136.5982218326617,1.1566340607671148,2.5546874481942394
2018Q3,2018,143,-606.0780858583257,1929.9158436640614,2535.9939295223853,0.7610096464337873,-4.238308292715565
2018Q4,2018,139,-125.5133192047832,2236.1281967552873,2361.641515960068,0.946853356719656,-0.9029735194588719
2019Q1,2019,155,-390.7015278532808,2127.0708414870383,2517.7723693403177,0.8448225373306296,-2.5206550184082634
2019Q2,2019,152,-935.2141307834918,2106.7169400221646,3041.931070805654,0.692559065601773,-6.152724544628235
2019Q3,2019,147,-188.86296313626195,4482.114161279543,4670.9771244158055,0.9595667120378193,-1.2847820621514419
2019Q4,2019,128,-59.298301710147825,2661.4515934282176,2720.7498951383636,0.9782051625487133,-0.4632679821105299
2020Q1,2020,141,-577.6694846152675,6470.2572000870905,7047.926684702358,0.9180369617253384,-4.09694669939906
2020Q2,2020,121,-1156.0965270041604,4632.939274031024,5789.0358010351865,0.8002954953573735,-9.554516752100499
2020Q3,2020,138,-2303.086177820461,5622.343266586651,7925.429444407115,0.7094055036417333,-16.689030274061313
2020Q4,2020,128,411.26097989122025,5105.787931423277,4694.526951532059,1.0876043495196046,3.212976405400158
2021Q1,2021,131,-1501.8263999283854,4736.994610630606,6238.821010558992,0.7592772100070516,-11.464323663575462
2021Q2,2021,127,-840.6662214736632,3656.3795449258855,4497.045766399546,0.813062560369111,-6.619419066721758
2021Q3,2021,121,56.97171366264676,3797.6624723757636,3740.690758713116,1.0152302655679155,0.4708406087822047
2021Q4,2021,131,739.4174509407692,4450.961665444267,3711.5442145034967,1.1992209733219314,5.64440802244862
2022Q1,2022,141,-914.171346430013,5318.748838169872,6232.920184599886,0.8533317739751071,-6.483484726453994
2022Q2,2022,138,-1990.0892698870637,3944.822614005662,5934.911883892726,0.6646809070092278,-14.420936738312056
2022Q3,2022,154,-409.9325798901194,4931.775075832018,5341.70765572214,0.9232581402220703,-2.66189986941636
2022Q4,2022,141,-752.7709773614686,4402.025973423944,5154.796950785413,0.8539669002390535,-5.338801257882756
2023Q1,2023,139,-1569.1489815943103,4419.429813221168,5988.578794815478,0.7379763988489594,-11.28884159420367
2023Q2,2023,121,176.00979298532383,4612.777126521357,4436.767333536035,1.039670728653027,1.4546263883084614
2023Q3,2023,118,-100.96936547030538,2891.950973390342,2992.9203388606456,0.9662639315322569,-0.8556725887314015
2023Q4,2023,126,-126.32693143072653,4296.1335851416125,4422.460516572337,0.9714351477062739,-1.002594693894655
2024Q1,2024,136,-577.7854416670154,4238.624825810651,4816.410267477664,0.880038159214041,-4.248422365198643
2024Q2,2024,148,888.192509539919,8271.05059618069,7382.858086640771,1.120304697600391,6.001300740134588
2024Q3,2024,149,-1470.5899667949063,6401.14337050603,7871.733337300938,0.8131809216876821,-9.869731320771184
2024Q4,2024,145,-654.9105448038687,6906.048965554465,7560.959510358333,0.913382614480787,-4.516624446923232
2025Q1,2025,166,-2727.1250161599264,6528.943962867724,9256.068979027654,0.7053689830597596,-16.42846395277064
2025Q2,2025,153,-3179.9586835395703,13382.312064263038,16562.27074780261,0.8079998369812019,-20.784043683265164
2025Q3,2025,149,-3406.860000902094,7303.744381485132,10710.60438238723,0.6819171095046309,-22.864832220819423
2025Q4,2025,145,660.8092617686546,19099.858327115056,18439.049065346397,1.0358374913709925,4.557305253576928
2026Q1,2026,124,-10812.360870431865,24891.759927825886,35704.12079825775,0.6971677042119051,-87.19645863251505
2026Q2,2026,147,3280.047226962917,25237.51871044482,21957.4714834819,1.149381827931801,22.31324644192461
