window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2020Q1,8,-1105.918385063093,0.9386558446709637,False,False
2018Q3->2020Q2,8,-2325.0936111924093,0.8839813280417005,False,False
2018Q4->2020Q3,8,-3879.2041960695165,0.8371539335800479,False,False
2019Q1->2020Q4,8,-5339.034112327692,0.795232311755174,False,False
2019Q2->2021Q1,8,-6384.172711436007,0.7730834344497248,False,False
2019Q3->2021Q2,8,-6639.952736621128,0.7715918669245366,False,False
2019Q4->2021Q3,8,-8178.5793317295365,0.7251543538012738,False,False
2020Q1->2021Q4,8,-8520.775720882019,0.7215468019330482,False,False
2020Q2->2022Q1,8,-8962.89222133259,0.712920617790248,False,False
2020Q3->2022Q2,8,-10286.1534494389,0.6777967734674867,False,False
2020Q4->2022Q3,8,-7678.525870679483,0.7390875936298027,False,False
2021Q1->2022Q4,8,-6356.237454914058,0.7839701345954189,False,False
2021Q2->2023Q1,8,-5716.5260614946,0.8061691351780143,False,False
2021Q3->2023Q2,8,-5736.2105898719365,0.8118552235517665,False,False
2021Q4->2023Q3,8,-4524.978269975424,0.8451049107471238,False,False
2022Q1->2023Q4,8,-6186.269973900397,0.7990365763123872,False,False
2022Q2->2024Q1,8,-5450.127778753397,0.8141555707794377,False,False
2022Q3->2024Q2,8,-1276.9892161886073,0.9572543102476138,False,False
2022Q4->2024Q3,8,-1511.413610832507,0.9531773328224151,False,False
2023Q1->2024Q4,8,-2236.538435475959,0.9353520034633057,False,False
2023Q2->2025Q1,8,-49.62413650142389,0.9985841139209378,False,False
2023Q3->2025Q2,8,573.4808979850125,1.0138010612003874,True,False
2023Q4->2025Q3,8,-751.8924884761784,0.9836303820281426,False,False
2024Q1->2025Q4,8,-3342.098517352476,0.9418777178824441,False,False
2024Q2->2026Q1,8,-10396.081280881783,0.8747879792451336,False,False
2024Q3->2026Q2,8,-11265.324096572214,0.8770126318722725,False,False
