window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2020Q1,8,231.18709482103378,1.0359011558916476,True,False
2018Q3->2020Q2,8,635.1609465954036,1.0896095172885916,True,False
2018Q4->2020Q3,8,297.2209401915113,1.0339157234834018,True,False
2019Q1->2020Q4,8,-637.1324135750253,0.9349950053705408,False,False
2019Q2->2021Q1,8,51.31206183948768,1.0048351698091555,True,False
2019Q3->2021Q2,8,-449.5623648662097,0.961238288776939,False,False
2019Q4->2021Q3,8,-629.3429084567397,0.9470083876468499,False,False
2020Q1->2021Q4,8,-684.0486030816028,0.9431006160984753,False,False
2020Q2->2022Q1,8,-1902.4087480511457,0.8480263306411973,False,False
2020Q3->2022Q2,8,-2382.996785170302,0.8149286031972708,False,False
2020Q4->2022Q3,8,-1986.912528746058,0.8335475206508738,False,False
2021Q1->2022Q4,8,-1634.4345981639701,0.8641235155857071,False,False
2021Q2->2023Q1,8,-2713.154907623958,0.7752258807870565,False,False
2021Q3->2023Q2,8,-1833.2102622406512,0.8464668163906792,False,False
2021Q4->2023Q3,8,-2184.946121674067,0.8159915019926889,False,False
2022Q1->2023Q4,8,-1772.400391078805,0.8442789696886114,False,False
2022Q2->2024Q1,8,-1155.5284365361285,0.8956959997546866,False,False
2022Q3->2024Q2,8,-579.3334463095284,0.9473465805238531,False,False
2022Q4->2024Q3,8,-1573.2687676866144,0.8658246768501996,False,False
2023Q1->2024Q4,8,-2052.4104484551535,0.8339323916445084,False,False
2023Q2->2025Q1,8,-1193.5840373353067,0.9064787645501224,False,False
2023Q3->2025Q2,8,-3725.8845675154967,0.7674516035036176,False,False
2023Q4->2025Q3,8,-3608.484054946799,0.7995261557458229,False,False
2024Q1->2025Q4,8,-4066.018842944033,0.812710232059015,False,False
2024Q2->2026Q1,8,-11740.468165907036,0.6293853746129079,False,False
2024Q3->2026Q2,8,-12585.59209303646,0.6537573688953058,False,False
