year,trades,net_pnl_usd,pf,expectancy_usd,is_complete_calendar_year
2018,96,-523.5293670537155,0.6426452594539308,-5.453430906809537,False
2019,108,480.709307351662,1.25931137482884,4.451012105107981,True
2020,113,1684.878660724347,1.4686879250159008,14.910430625879176,True
2021,105,667.1627372679327,1.2730485807249357,6.353930831123169,True
2022,113,229.60709638907105,1.074328161927094,2.0319212069829296,True
2023,90,2.756139644672686,1.0011047837588638,0.030623773829696513,True
2024,89,120.06882462653282,1.0371972557240892,1.349087917152054,True
2025,127,-1355.8455658022488,0.8513882238858591,-10.67594933702558,True
2026,66,-3819.2638035597092,0.6933581618868948,-57.86763338726832,False
