id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter,entry_year
65,1162,2018-04-02 01:30:00+00:00,1163,2018-04-02 02:00:00+00:00,SELL,1325.26,1327.2234771288581,1327.2234771288581,1321.3330457422835,0.1,-20.334771288581305,-196.34771288581305,-1.0,SL,2018Q2,2018,1,2018-04-02 01:30:00+00:00,2018Q2,2018
66,1178,2018-04-02 09:30:00+00:00,1187,2018-04-02 14:00:00+00:00,BUY,1329.55,1332.4795261468494,1328.0852369265754,1332.4795261468494,0.1,28.59526146849412,292.9526146849412,1.8631710629242668,TP,2018Q2,2018,9,2018-04-02 09:30:00+00:00,2018Q2,2018
67,1196,2018-04-02 18:30:00+00:00,1197,2018-04-02 19:00:00+00:00,SELL,1336.74,1338.863482069915,1338.863482069915,1332.49303586017,0.1,-21.934820699150986,-212.34820699150987,-1.0,SL,2018Q2,2018,1,2018-04-02 18:30:00+00:00,2018Q2,2018
68,1199,2018-04-02 20:00:00+00:00,1200,2018-04-02 20:30:00+00:00,BUY,1339.41,1343.8056013903815,1337.2121993048092,1343.8056013903815,0.1,43.256013903814434,439.56013903814437,1.9073992699422133,TP,2018Q2,2018,1,2018-04-02 20:00:00+00:00,2018Q2,2018
69,1215,2018-04-03 05:00:00+00:00,1227,2018-04-03 11:00:00+00:00,BUY,1338.85,1336.690057788846,1336.690057788846,1343.169884422308,0.1,-22.29942211153975,-215.99422111539752,-1.0,SL,2018Q2,2018,12,2018-04-03 05:00:00+00:00,2018Q2,2018
70,1260,2018-04-04 04:30:00+00:00,1261,2018-04-04 05:00:00+00:00,SELL,1331.99,1333.9098564642593,1333.9098564642593,1328.1502870714812,0.1,-19.898564642592827,-191.98564642592828,-1.0,SL,2018Q2,2018,1,2018-04-04 04:30:00+00:00,2018Q2,2018
71,1269,2018-04-04 09:00:00+00:00,1272,2018-04-04 10:30:00+00:00,BUY,1334.67,1338.1486891151958,1332.9306554424022,1338.1486891151958,0.1,34.086891151957204,347.86891151957207,1.8839358710765393,TP,2018Q2,2018,3,2018-04-04 09:00:00+00:00,2018Q2,2018
72,1280,2018-04-04 14:30:00+00:00,1280,2018-04-04 14:30:00+00:00,SELL,1342.95,1345.363960345599,1345.363960345599,1338.122079308802,0.1,-24.8396034559898,-241.396034559898,-1.0,SL,2018Q2,2018,0,2018-04-04 14:30:00+00:00,2018Q2,2018
73,1288,2018-04-04 18:30:00+00:00,1315,2018-04-05 09:00:00+00:00,SELL,1335.37,1327.9592088111121,1339.0753955944438,1327.9592088111121,0.1,73.40791188887742,741.0791188887742,1.9443766898734927,TP,2018Q2,2018,27,2018-04-04 18:30:00+00:00,2018Q2,2018
74,1318,2018-04-05 10:30:00+00:00,1328,2018-04-05 15:30:00+00:00,BUY,1326.9,1324.861472909423,1324.861472909423,1330.9770541811545,0.1,-21.085270905771903,-203.85270905771904,-1.0,SL,2018Q2,2018,10,2018-04-05 10:30:00+00:00,2018Q2,2018
75,1329,2018-04-05 16:00:00+00:00,1330,2018-04-05 16:30:00+00:00,SELL,1325.38,1327.7348924512037,1327.7348924512037,1320.6702150975927,0.1,-24.248924512035682,-235.48924512035683,-1.0,SL,2018Q2,2018,1,2018-04-05 16:00:00+00:00,2018Q2,2018
76,1334,2018-04-05 18:30:00+00:00,1343,2018-04-05 23:00:00+00:00,SELL,1323.95,1327.0013407181248,1327.0013407181248,1317.8473185637504,0.1,-31.213407181247202,-305.13407181247203,-1.0,SL,2018Q2,2018,9,2018-04-05 18:30:00+00:00,2018Q2,2018
77,1366,2018-04-06 11:30:00+00:00,1374,2018-04-06 15:30:00+00:00,SELL,1323.98,1326.5094778342743,1326.5094778342743,1318.9210443314514,0.1,-25.99477834274303,-252.9477834274303,-1.0,SL,2018Q2,2018,8,2018-04-06 11:30:00+00:00,2018Q2,2018
78,1378,2018-04-06 17:30:00+00:00,1391,2018-04-09 01:00:00+00:00,SELL,1330.85,1334.6638726295353,1334.6638726295353,1323.2222547409292,0.1,-38.83872629535354,-381.38726295353536,-1.0,SL,2018Q2,2018,13,2018-04-06 17:30:00+00:00,2018Q2,2018
