quarter,year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,69,-925.5442624194857,490.5189611508755,1416.0632235703608,0.3463962293393341,-13.413684962601241
2018Q3,2018,72,152.80568267568196,1233.6647056205431,1080.8590229448616,1.1413742952890875,2.1223011482733605
2018Q4,2018,71,-428.6167648151942,875.0295920766528,1303.6463568918473,0.6712169964275416,-6.036855842467523
2019Q1,2019,82,-464.9071516358639,893.6902368539472,1358.5973884898115,0.6578035880426317,-5.669599410193462
2019Q2,2019,77,230.17413139502514,1361.7686920215108,1131.5945606264859,1.2034068909518205,2.9892744337016253
2019Q3,2019,69,-468.24091565060434,1706.3160513071368,2174.556966957741,0.7846729597037483,-6.786100226820353
2019Q4,2019,73,-1134.3490025276367,781.8234895272134,1916.1724920548502,0.40801310569321847,-15.539027431885435
2020Q1,2020,69,497.99921545375076,3269.27332775343,2771.2741122996786,1.1797004537528402,7.21737993411233
2020Q2,2020,67,-759.7308006200656,2285.7649329655164,3045.4957335855815,0.7505395288386747,-11.339265680896501
2020Q3,2020,76,-469.8940876977013,3254.891820033514,3724.785907731213,0.8738466855981223,-6.182816943390807
2020Q4,2020,80,-1259.302008964706,2007.2392708333496,3266.5412797980543,0.6144845874892608,-15.741275112058824
2021Q1,2021,73,392.94140584243564,3013.1894313865328,2620.2480255440955,1.1499634393430533,5.382758984142954
2021Q2,2021,82,-1005.4607009998334,1647.7277240557744,2653.188425055607,0.6210368281782477,-12.261715865851627
2021Q3,2021,78,-458.07001026826765,1817.1900949029125,2275.26010517118,0.7986735629798227,-5.872692439336765
2021Q4,2021,75,-788.5243180744943,1565.7770376944093,2354.301355768903,0.6650707794300337,-10.51365757432659
2022Q1,2022,73,-731.6079416011451,2033.5725393320233,2765.180480933167,0.7354212693725338,-10.02202659727596
2022Q2,2022,81,-589.4803010132721,2376.5637231662454,2966.0440241795163,0.8012570628730515,-7.277534580410767
2022Q3,2022,85,-952.7204985663066,1963.9850854356323,2916.7055840019384,0.6733573303414799,-11.208476453721254
2022Q4,2022,76,-473.87508843241744,2122.208420700026,2596.083509132442,0.817465390937761,-6.235198532005493
2023Q1,2023,85,-1123.2073252781283,2247.757636320958,3370.9649615990857,0.6667994660065196,-13.21420382680151
2023Q2,2023,81,798.3592188701648,3114.8162282514954,2316.45700938133,1.3446466805284627,9.856286652718083
2023Q3,2023,77,-561.6493722335294,1420.0125294872335,1981.661901720763,0.7165765907161938,-7.294147691344539
2023Q4,2023,63,17.012212209377495,2044.1439666230071,2027.1317544136298,1.0083922577663424,0.2700351144345634
2024Q1,2024,72,70.34224827353404,2116.163618762254,2045.8213704887203,1.0343833773995281,0.9769756704657505
2024Q2,2024,63,-383.9500805584762,2748.7022200149613,3132.652300573436,0.8774361008758641,-6.094445723150416
2024Q3,2024,75,-862.0610836374912,2705.0635492602105,3567.124632897699,0.7583316613927206,-11.494147781833215
2024Q4,2024,86,-1242.4958089083977,3092.669704897149,4335.165513805546,0.7133913791868827,-14.44762568498137
2025Q1,2025,77,701.2506513792631,4339.810078993624,3638.5594276143606,1.1927275520243577,9.107151316613807
2025Q2,2025,74,-1102.3893088469295,6142.404176213093,7244.79348506002,0.8478370279124948,-14.897152822255803
2025Q3,2025,84,-654.1466636993289,4713.778709054128,5367.925372753456,0.8781378990438933,-7.787460282134868
2025Q4,2025,72,-1972.9055863374203,7337.403681128834,9310.309267466257,0.7880945165558032,-27.401466476908617
2026Q1,2026,70,-121.95433066929888,16165.656054734425,16287.610385403728,0.9925124479414983,-1.742204723847127
2026Q2,2026,87,-391.9048513876384,12348.166049780766,12740.070901168408,0.9692384089203381,-4.504653464225729
