year,trades,net_pnl_usd,pf,expectancy_usd,is_complete_calendar_year
2018,163,-11.8510652860748,0.9954631417989361,-0.07270592200045889,False
2019,226,-825.347745133616,0.8273384884870065,-3.651981173157593,True
2020,195,-263.33472922334175,0.9678513827312676,-1.35043450883765,True
2021,234,-308.8186452420095,0.9573798055691857,-1.3197378001795277,True
2022,237,-1873.244948456143,0.7787571914820952,-7.903987124287523,True
2023,226,-1209.0505725716826,0.8330946834827249,-5.349781294564967,True
2024,203,-738.5604892679726,0.9183472674555173,-3.6382290111722786,True
2025,219,-4082.333050305921,0.7879509552728456,-18.6407901840453,True
2026,101,-6221.565283451848,0.6809558814013368,-61.59965627180047,False
