year,trades,net_pnl_usd,pf,expectancy_usd,is_complete_calendar_year
2018,326,-70.54523908274246,0.9871412486509218,-0.21639643890411797,False
2019,481,-1362.8781700634556,0.873980243580448,-2.833426548988473,True
2020,421,-4129.333500045115,0.8019943270083483,-9.808393111746117,True
2021,419,-827.9696434638215,0.944704396453275,-1.9760612015842995,True
2022,444,-3435.6071156109533,0.8065551378521731,-7.737853863988634,True
2023,391,-1427.7547739447123,0.8991579498319888,-3.6515467364314893,True
2024,462,-1639.6761229049896,0.9273556945037494,-3.5490825171103673,True
2025,511,-6923.259207842197,0.8504695378405537,-13.548452461530717,True
2026,220,-4476.148127263445,0.9060897231231138,-20.346127851197476,False
