window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,4,-3183.1758691128152,0.7461509180785664,False,False
2018Q3->2019Q2,4,-2068.383892181327,0.832145655164776,False,False
2018Q4->2019Q3,4,-2087.8054310416296,0.8541761472020218,False,False
2019Q1->2019Q4,4,-2929.997969706144,0.807171565614612,False,False
2019Q2->2020Q1,4,-5280.159383918299,0.7453084062873752,False,False
2019Q3->2020Q2,4,-6289.162327469387,0.7416743192567843,False,False
2019Q4->2020Q3,4,-7298.394019542282,0.7404427333294045,False,False
2020Q1->2020Q4,4,-7213.168904233267,0.768481418958644,False,False
2020Q2->2021Q1,4,-4565.53492899992,0.8434111163520706,False,False
2020Q3->2021Q2,4,-4815.98461160081,0.8272062309917545,False,False
2020Q4->2021Q3,4,-2041.6149979394747,0.9124226374752957,False,False
2021Q1->2021Q4,4,-847.3782971083065,0.9582073521102182,False,False
2021Q2->2022Q1,4,-1306.6670022194344,0.9359400055850041,False,False
2021Q3->2022Q2,4,-1834.820144887967,0.9158893548070013,False,False
2021Q4->2022Q3,4,-4749.609032550246,0.8022042027215731,False,False
2022Q1->2022Q4,4,-4943.41194609478,0.8074836321970131,False,False
2022Q2->2023Q1,4,-4928.349604734115,0.8074950400658142,False,False
2022Q3->2023Q2,4,-3809.373713128969,0.8424153117509244,False,False
2022Q4->2023Q3,4,-3175.444145613181,0.8565871216435453,False,False
2023Q1->2023Q4,4,-4309.075195264284,0.8051072792735223,False,False
2023Q2->2024Q1,4,-3713.67456623581,0.8163679300056438,False,False
2023Q3->2024Q2,4,-2696.120976832657,0.8843386253331667,False,False
2023Q4->2024Q3,4,-5029.5689874044465,0.8215626020549848,False,False
2024Q1->2024Q4,4,-3492.127752607355,0.8887184373786725,False,False
2024Q2->2025Q1,4,-4163.276207786792,0.8847375775770483,False,False
2024Q3->2025Q2,4,-10611.870124661727,0.7812481903521348,False,False
2024Q4->2025Q3,4,-7013.2114570673,0.8572837042357654,False,False
2025Q1->2025Q4,4,-9078.95745257716,0.8557101940528999,False,False
2025Q2->2026Q1,4,-23049.954446269952,0.755858942425391,False,False
2025Q3->2026Q2,4,-8956.318700315422,0.9067158327119775,False,False
