id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars
1,84,2018-02-05 11:00:00,96,2018-02-05 17:00:00,BUY,1335.27,1333.0596428571428,1333.0596428571428,1340.795892857143,0.1,-22.803571428572194,-221.03571428572195,-1.0,SL,2018Q1,2018,12
2,173,2018-02-07 09:30:00,174,2018-02-07 10:00:00,BUY,1331.42,1329.1475,1329.1475,1337.1012500000002,0.1,-23.425000000000363,-227.25000000000364,-1.0,SL,2018Q1,2018,1
3,178,2018-02-07 12:00:00,184,2018-02-07 15:00:00,SELL,1328.55,1323.1392857142857,1330.7142857142856,1323.1392857142857,0.1,53.407142857142205,541.0714285714221,2.3903452685422955,TP,2018Q1,2018,6
4,267,2018-02-09 10:30:00,270,2018-02-09 12:00:00,SELL,1313.98,1316.6339285714287,1316.6339285714287,1307.3451785714285,0.1,-27.239285714286506,-265.39285714286507,-1.0,SL,2018Q1,2018,3
5,321,2018-02-12 14:30:00,324,2018-02-12 16:00:00,SELL,1319.24,1321.3325,1321.3325,1314.00875,0.1,-21.624999999999726,-209.24999999999727,-1.0,SL,2018Q1,2018,3
6,326,2018-02-12 17:00:00,363,2018-02-13 12:30:00,BUY,1322.93,1330.0764285714286,1320.0714285714287,1330.0764285714286,0.1,70.76428571428487,714.6428571428487,2.416341463414633,TP,2018Q1,2018,37
7,452,2018-02-15 11:00:00,452,2018-02-15 11:00:00,BUY,1356.65,1354.2232142857144,1354.2232142857144,1362.7169642857143,0.1,-24.967857142856428,-242.67857142856428,-1.0,SL,2018Q1,2018,0
8,485,2018-02-16 04:30:00,499,2018-02-16 11:30:00,BUY,1355.83,1361.4041071428571,1353.600357142857,1361.4041071428571,0.1,55.04107142857201,557.4107142857201,2.3934617176580697,TP,2018Q1,2018,14
9,505,2018-02-16 14:30:00,517,2018-02-16 20:30:00,SELL,1354.85,1348.41875,1357.4225,1348.41875,0.1,63.61249999999863,643.1249999999864,2.407284768211877,TP,2018Q1,2018,12
10,538,2018-02-19 08:00:00,540,2018-02-19 09:00:00,SELL,1346.49,1348.8289285714286,1348.8289285714286,1340.6426785714286,0.1,-24.08928571428596,-233.8928571428596,-1.0,SL,2018Q1,2018,2
11,553,2018-02-19 15:30:00,557,2018-02-19 17:30:00,SELL,1346.34,1348.392857142857,1348.392857142857,1341.207857142857,0.1,-21.22857142857192,-205.28571428571922,-1.0,SL,2018Q1,2018,4
12,639,2018-02-21 16:30:00,641,2018-02-21 17:30:00,BUY,1332.13,1329.5092857142859,1329.5092857142859,1338.6817857142858,0.1,-26.90714285714257,-262.0714285714257,-1.0,SL,2018Q1,2018,2
13,670,2018-02-22 09:00:00,677,2018-02-22 12:30:00,SELL,1321.57,1324.0289285714284,1324.0289285714284,1315.4226785714286,0.1,-25.28928571428487,-245.8928571428487,-1.0,SL,2018Q1,2018,7
14,684,2018-02-22 16:00:00,751,2018-02-26 03:30:00,BUY,1327.18,1332.9228571428573,1324.8828571428571,1332.9228571428573,0.1,56.728571428572465,574.2857142857247,2.396499698249805,TP,2018Q1,2018,67
15,821,2018-02-27 15:30:00,821,2018-02-27 15:30:00,SELL,1327.06,1329.2275,1329.2275,1321.64125,0.1,-22.37500000000018,-216.75000000000182,-1.0,SL,2018Q1,2018,0
