year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd
2018,38,-65.33214285715226,503.4285714285674,568.7607142857196
2019,27,379.9446428571478,825.6267857142884,445.68214285714066
2020,60,-883.1196428571452,1881.5125000000037,2764.632142857149
2021,36,341.758928571437,1438.269642857148,1096.5107142857114
2022,32,719.4196428571446,1556.448214285719,837.0285714285742
2023,25,436.0089285714139,1013.3410714285598,577.3321428571459
2024,33,11.533928571458972,1347.2625000000164,1335.7285714285574
2025,31,1705.1642857143142,3712.93571428574,2007.7714285714253
2026,29,667.1446428571259,5487.52678571427,4820.382142857143
