year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd
2018,48,-20.68214285715723,696.4321428571346,717.1142857142918
2019,45,352.65000000000185,1113.1857142857148,760.535714285713
2020,86,-345.25000000000347,3237.4642857142853,3582.7142857142894
2021,58,318.0821428571488,2051.9678571428585,1733.88571428571
2022,44,610.503571428573,1909.1321428571464,1298.6285714285732
2023,40,101.05357142856012,1162.253571428566,1061.2000000000057
2024,48,219.56785714287338,1959.3500000000054,1739.782142857132
2025,45,169.8000000000241,3639.425000000023,3469.624999999999
2026,42,797.7428571428434,7525.032142857141,6727.289285714294
