year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd
2018,210,-140.9249999999925,2541.221428571429,2682.146428571423
2019,350,-977.1714285713987,4647.646428571445,5624.817857142843
2020,293,-1442.3749999999814,9121.600000000002,10563.97499999998
2021,350,-1810.0624999999857,7043.501785714288,8853.564285714274
2022,338,-1598.8410714285567,7837.019642857156,9435.860714285709
2023,345,-2052.942857142859,6387.714285714283,8440.65714285714
2024,319,-746.6125000000402,9589.31250000001,10335.925000000045
2025,228,-176.27142857139006,13873.689285714318,14049.960714285706
2026,112,4849.65714285712,20786.917857142827,15937.26071428571
