id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars
1,149,2018-02-06 20:30:00,171,2018-02-07 08:30:00,SELL,1326.03,1330.9542857142858,1330.9542857142858,1313.7192857142857,0.1,-49.94285714285816,-492.42857142858156,-1.0,SL,2018Q1,2018,22
2,249,2018-02-09 01:30:00,254,2018-02-09 04:00:00,BUY,1321.1,1316.9932142857142,1316.9932142857142,1331.3669642857144,0.1,-41.76785714285707,-410.67857142857065,-1.0,SL,2018Q1,2018,5
3,263,2018-02-09 08:30:00,266,2018-02-09 10:00:00,BUY,1318.95,1316.5607142857143,1316.5607142857143,1324.9232142857143,0.1,-24.592857142857337,-238.92857142857338,-1.0,SL,2018Q1,2018,3
4,293,2018-02-09 23:30:00,357,2018-02-13 09:30:00,BUY,1316.23,1328.5969642857144,1311.2832142857142,1328.5969642857144,0.1,122.96964285714402,1236.6964285714403,2.451163949597735,TP,2018Q1,2018,64
5,383,2018-02-13 22:30:00,395,2018-02-14 05:30:00,BUY,1329.16,1336.1376785714288,1326.3689285714286,1336.1376785714288,0.1,69.07678571428669,697.7678571428669,2.4143677443514795,TP,2018Q1,2018,12
6,425,2018-02-14 20:30:00,517,2018-02-16 20:30:00,BUY,1355.35,1348.2196428571428,1348.2196428571428,1373.1758928571426,0.1,-72.00357142857065,-713.0357142857065,-1.0,SL,2018Q1,2018,92
7,518,2018-02-16 21:00:00,579,2018-02-20 09:30:00,SELL,1348.41,1338.1751785714284,1352.5039285714288,1338.1751785714284,0.1,101.64821428571649,1023.482142857165,2.441161334591277,TP,2018Q1,2018,61
8,612,2018-02-21 03:00:00,638,2018-02-21 16:00:00,SELL,1328.58,1331.3657142857144,1331.3657142857144,1321.615714285714,0.1,-28.55714285714448,-278.5714285714448,-1.0,SL,2018Q1,2018,26
9,700,2018-02-23 01:00:00,704,2018-02-23 03:00:00,BUY,1331.48,1328.722142857143,1328.722142857143,1338.3746428571428,0.1,-28.278571428571194,-275.78571428571195,-1.0,SL,2018Q1,2018,4
10,743,2018-02-23 22:30:00,746,2018-02-26 01:00:00,BUY,1330.03,1327.6610714285714,1327.6610714285714,1335.9523214285714,0.1,-24.389285714285688,-236.89285714285688,-1.0,SL,2018Q1,2018,3
11,747,2018-02-26 01:30:00,750,2018-02-26 03:00:00,SELL,1328.51,1330.505,1330.505,1323.5224999999998,0.1,-20.65000000000118,-199.50000000001182,-1.0,SL,2018Q1,2018,3
12,760,2018-02-26 08:00:00,773,2018-02-26 14:30:00,BUY,1339.88,1336.8917857142858,1336.8917857142858,1347.3505357142858,0.1,-30.582142857143207,-298.8214285714321,-1.0,SL,2018Q1,2018,13
13,793,2018-02-27 01:30:00,794,2018-02-27 02:00:00,SELL,1331.66,1333.7578571428573,1333.7578571428573,1326.4153571428571,0.1,-21.67857142857265,-209.7857142857265,-1.0,SL,2018Q1,2018,1
14,840,2018-02-28 02:00:00,859,2018-02-28 11:30:00,SELL,1317.39,1320.0803571428573,1320.0803571428573,1310.664107142857,0.1,-27.603571428572376,-269.03571428572377,-1.0,SL,2018Q1,2018,19
15,895,2018-03-01 06:30:00,910,2018-03-01 14:00:00,SELL,1314.28,1309.19875,1316.3125,1309.19875,0.1,50.11249999999954,508.12499999999545,2.383472057074858,TP,2018Q1,2018,15
16,936,2018-03-02 04:00:00,1050,2018-03-06 15:00:00,BUY,1317.93,1329.3353571428572,1313.3678571428572,1329.3353571428572,0.1,113.35357142857156,1140.5357142857156,2.4471087124132853,TP,2018Q1,2018,114
17,1069,2018-03-07 01:30:00,1072,2018-03-07 03:00:00,BUY,1338.21,1334.9464285714287,1334.9464285714287,1346.3689285714286,0.1,-33.33571428571368,-326.35714285713675,-1.0,SL,2018Q1,2018,3
18,1161,2018-03-09 01:30:00,1188,2018-03-09 15:00:00,SELL,1321.07,1314.381607142857,1323.745357142857,1314.381607142857,0.1,66.18392857142844,668.8392857142844,2.4107584233120853,TP,2018Q1,2018,27
19,1255,2018-03-13 01:30:00,1260,2018-03-13 04:00:00,BUY,1325.08,1323.1235714285713,1323.1235714285713,1329.9710714285713,0.1,-20.264285714286597,-195.64285714286598,-1.0,SL,2018Q1,2018,5
20,1340,2018-03-14 21:00:00,1365,2018-03-15 10:30:00,BUY,1325.73,1322.6785714285716,1322.6785714285716,1333.3585714285712,0.1,-31.214285714284596,-305.14285714284597,-1.0,SL,2018Q1,2018,25
