quarter,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,152,-90.30714285712891,2132.9321428571507,2223.2392857142772,0.9593803764455733,-0.5941259398495323
2018Q3,155,-60.146428571436886,2224.014285714273,2284.1607142857074,0.973668039995932,-0.3880414746544315
2018Q4,161,-923.1660714285752,1726.7089285714126,2649.874999999986,0.6516190116784458,-5.733950754214752
2019Q1,181,-1265.2750000000055,1654.4749999999963,2919.750000000001,0.5666495419128336,-6.990469613259699
2019Q2,194,-1564.9946428571577,2046.8410714285712,3611.835714285728,0.5667038130590477,-8.066982695139988
2019Q3,172,351.5214285714335,4986.667857142863,4635.146428571431,1.075838257536941,2.043729235880427
2019Q4,145,251.65892857143103,2695.687499999998,2444.0285714285646,1.1029688979553687,1.735578817734007
2020Q1,155,-1169.3857142857007,5643.539285714289,6812.92499999999,0.8283577590703401,-7.544423963133553
2020Q2,131,-771.6553571428509,4397.830357142855,5169.485714285707,0.8507287959012233,-5.890498909487412
2020Q3,157,-2831.091071428591,5235.905357142852,8066.996428571446,0.6490526435091107,-18.032427206551535
2020Q4,154,-793.7732142857135,4771.280357142866,5565.05357142858,0.8573646768899031,-5.154371521335802
2021Q1,150,-1472.9410714285627,4907.25892857143,6380.199999999994,0.7691387305368852,-9.819607142857086
2021Q2,159,-73.41428571429492,4401.392857142855,4474.807142857149,0.9835938659766643,-0.4617250673855026
2021Q3,173,45.36785714284986,4334.010714285715,4288.642857142864,1.0105786046201748,0.2622419488026003
2021Q4,147,-31.41964285713408,3750.2803571428535,3781.699999999986,0.9916916617243217,-0.21373906705533388
2022Q1,156,-574.4839285714278,5322.444642857145,5896.928571428573,0.9025791271485155,-3.682589285714281
2022Q2,131,-530.0267857142892,4030.155357142858,4560.182142857147,0.8837706983821912,-4.046005997819002
2022Q3,182,-833.573214285718,4563.398214285713,5396.971428571432,0.8455479660550355,-4.5800726059654835
2022Q4,153,-912.1178571428593,4230.625000000004,5142.742857142863,0.8226398086624145,-5.961554621848753
2023Q1,144,-910.9285714285722,4542.189285714286,5453.117857142859,0.8329527079200428,-6.325892857142863
2023Q2,157,798.2964285714345,5400.6142857143,4602.317857142866,1.1734553008616009,5.084690627843532
2023Q3,160,-189.6464285714179,3104.3357142857226,3293.982142857138,0.9424263944530921,-1.1852901785713619
2023Q4,163,-624.212500000007,4530.730357142844,5154.942857142849,0.8789099089362209,-3.829524539877344
2024Q1,165,-251.59821428569825,4570.087500000006,4821.6857142857025,0.9478194496293567,-1.5248376623375652
2024Q2,184,-213.30357142859017,7951.749999999991,8165.0535714285825,0.9738760352810188,-1.1592585403727727
2024Q3,182,-2720.814285714284,5820.524999999996,8541.339285714283,0.6814534354975276,-14.949529042386175
2024Q4,180,-1272.5892857142765,6975.25357142858,8247.842857142858,0.8457064098145152,-7.069940476190425
2025Q1,179,-1633.673214285716,6711.326785714303,8345.00000000002,0.8042332876829582,-9.12666600159618
2025Q2,194,-3131.005357142854,14783.987499999994,17914.992857142854,0.8252298852636996,-16.13920287187038
2025Q3,174,-1032.2464285714445,8854.63928571429,9886.885714285741,0.8955943804346863,-5.932450738916348
2025Q4,175,-3237.180357142915,17574.0696428571,20811.25000000001,0.8444504603451062,-18.498173469388085
2026Q1,175,-7244.7999999998965,35904.057142857164,43148.85714285704,0.8320975228610614,-41.39885714285655
2026Q2,175,-601.0964285714167,22932.50357142858,23533.6,0.9744579482709225,-3.4348367346938096
