quarter,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,145,39.6285714285803,2345.6571428571456,2306.0285714285646,1.0171847703534875,0.2733004926108986
2018Q3,140,-470.3357142857116,1967.4000000000012,2437.7357142857118,0.8070604161355839,-3.3595408163265117
2018Q4,153,-782.3357142857114,1910.1571428571367,2692.4928571428472,0.7094381468050057,-5.113305322128833
2019Q1,176,-860.7928571428679,2052.5142857142773,2913.3071428571443,0.7045306880006245,-4.890868506493567
2019Q2,182,-1353.650000000023,2242.8642857142736,3596.5142857142955,0.6236216813104701,-7.437637362637489
2019Q3,157,242.94285714285502,5013.3214285714275,4770.378571428575,1.0509273747366552,1.547406733393981
2019Q4,132,-256.6500000000019,2421.421428571429,2678.0714285714294,0.9041661110073879,-1.9443181818181963
2020Q1,146,-491.0214285714251,6303.514285714282,6794.5357142857065,0.9277328946054345,-3.363160469667295
2020Q2,126,-1070.121428571411,4467.757142857153,5537.878571428564,0.8067632912551638,-8.493027210884213
2020Q3,147,-2537.2642857143023,5648.885714285714,8186.150000000017,0.6900540198122075,-17.2603012633626
2020Q4,138,-286.50357142857195,5045.164285714294,5331.667857142868,0.9462637997892641,-2.076112836438927
2021Q1,143,-1155.189285714284,5392.014285714278,6547.203571428564,0.8235598949824269,-8.078246753246741
2021Q2,138,-32.34642857144206,4355.071428571421,4387.417857142862,0.9926274565986962,-0.23439440993798594
2021Q3,154,515.3642857142743,4560.899999999996,4045.535714285721,1.1273908629441596,3.3465213358069756
2021Q4,136,182.07500000000425,4051.9928571428495,3869.9178571428433,1.0470488022540179,1.3387867647059135
2022Q1,149,254.91785714284612,6115.742857142852,5860.825000000008,1.0434952173359286,1.7108581016298396
2022Q2,121,-549.9571428571535,4140.835714285708,4690.79285714286,0.8827581691185296,-4.5451003541913515
2022Q3,163,-227.95000000001352,4996.285714285699,5224.235714285714,0.9563668233083964,-1.3984662576687945
2022Q4,141,-863.1642857142958,4305.657142857137,5168.821428571433,0.8330055898346523,-6.1217325227964245
2023Q1,137,-1463.8142857142732,4366.671428571438,5830.485714285712,0.748937848843764,-10.68477580813338
2023Q2,135,708.2571428571582,5286.34285714288,4578.085714285723,1.1547059594465587,5.24634920634932
2023Q3,138,-164.03571428571394,3113.5999999999995,3277.635714285711,0.9499530367054657,-1.1886645962732894
2023Q4,141,-894.6428571428678,4189.864285714273,5084.507142857141,0.824045314126525,-6.344984802431687
2024Q1,150,-261.97499999999764,4706.3214285714275,4968.296428571425,0.9472706583098696,-1.7464999999999842
2024Q2,166,796.1607142856827,8602.20714285712,7806.046428571439,1.1019928233287979,4.796148881239053
2024Q3,167,-1790.225,6482.228571428565,8272.453571428567,0.7835920160152863,-10.719910179640719
2024Q4,157,-1422.9035714285894,6644.371428571413,8067.2750000000015,0.8236202966393747,-9.063080072793563
2025Q1,166,-1141.3750000000168,7148.378571428576,8289.753571428595,0.862314966281522,-6.875753012048294
2025Q2,177,-2078.635714285712,15410.514285714284,17489.149999999998,0.8811471275456089,-11.743704600484248
2025Q3,157,-1682.939285714317,8392.478571428552,10075.417857142875,0.8329658075152467,-10.719358507734503
2025Q4,162,-364.0285714285969,19843.178571428576,20207.20714285717,0.9819852110756795,-2.247089947090104
2026Q1,147,-11020.453571428545,29889.28571428568,40909.73928571421,0.7306154044526776,-74.9690719144799
2026Q2,159,554.9571428571758,24226.75714285716,23671.799999999985,1.0234438083651085,3.49029649595708
