id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter
60,1881,2018-04-02 16:30:00,1881,2018-04-02 16:30:00,BUY,1335.71,1333.8157142857142,1333.8157142857142,1339.4985714285715,0.1,-19.64285714285843,-189.4285714285843,-1.0,SL,2018Q2,2018,0,2018-04-02 16:30:00,2018Q2
61,1884,2018-04-02 18:00:00,1888,2018-04-02 20:00:00,BUY,1337.39,1342.2928571428572,1334.9385714285715,1342.2928571428572,0.1,48.32857142857101,490.2857142857101,1.9167138810198292,TP,2018Q2,2018,4,2018-04-02 18:00:00,2018Q2
62,1889,2018-04-02 20:30:00,1902,2018-04-03 04:00:00,BUY,1342.9,1339.4607142857144,1339.4607142857144,1349.7785714285717,0.1,-35.092857142856886,-343.92857142856883,-1.0,SL,2018Q2,2018,13,2018-04-02 20:30:00,2018Q2
63,1927,2018-04-03 16:30:00,1961,2018-04-04 10:30:00,SELL,1334.15,1337.2314285714288,1337.2314285714288,1327.987142857143,0.1,-31.514285714286597,-308.142857142866,-1.0,SL,2018Q2,2018,34,2018-04-03 16:30:00,2018Q2
64,1962,2018-04-04 11:00:00,1962,2018-04-04 11:00:00,BUY,1339.74,1344.0942857142857,1337.5628571428572,1344.0942857142857,0.1,42.842857142856516,435.4285714285652,1.906547997457087,TP,2018Q2,2018,0,2018-04-04 11:00:00,2018Q2
65,1963,2018-04-04 11:30:00,1974,2018-04-04 17:00:00,BUY,1343.44,1340.8203571428571,1340.8203571428571,1348.6792857142857,0.1,-26.89642857142935,-261.9642857142935,-1.0,SL,2018Q2,2018,11,2018-04-04 11:30:00,2018Q2
66,1976,2018-04-04 18:00:00,2006,2018-04-05 10:00:00,SELL,1335.88,1325.4850000000001,1341.0775,1325.4850000000001,0.1,103.24999999999982,1039.4999999999982,1.9601328903654482,TP,2018Q2,2018,30,2018-04-04 18:00:00,2018Q2
67,2017,2018-04-05 15:30:00,2019,2018-04-05 16:30:00,SELL,1325.75,1328.4585714285715,1328.4585714285715,1320.3328571428572,0.1,-27.78571428571531,-270.8571428571531,-1.0,SL,2018Q2,2018,2,2018-04-05 15:30:00,2018Q2
68,2053,2018-04-06 10:30:00,2053,2018-04-06 10:30:00,SELL,1321.72,1324.5239285714288,1324.5239285714288,1316.1121428571428,0.1,-28.739285714287416,-280.39285714287416,-1.0,SL,2018Q2,2018,0,2018-04-06 10:30:00,2018Q2
69,2064,2018-04-06 16:00:00,2121,2018-04-09 21:30:00,BUY,1328.52,1336.98,1324.29,1336.98,0.1,83.90000000000036,846.0000000000036,1.9511627906976745,TP,2018Q2,2018,57,2018-04-06 16:00:00,2018Q2
70,2146,2018-04-10 11:00:00,2146,2018-04-10 11:00:00,BUY,1337.42,1334.93,1334.93,1342.4,0.1,-25.60000000000009,-249.0000000000009,-1.0,SL,2018Q2,2018,0,2018-04-10 11:00:00,2018Q2
71,2163,2018-04-10 19:30:00,2196,2018-04-11 13:00:00,BUY,1340.35,1347.2071428571428,1336.9214285714284,1347.2071428571428,0.1,67.8714285714289,685.714285714289,1.939975500204102,TP,2018Q2,2018,33,2018-04-10 19:30:00,2018Q2
72,2197,2018-04-11 13:30:00,2199,2018-04-11 14:30:00,BUY,1346.78,1351.067857142857,1344.6360714285713,1351.067857142857,0.1,42.17857142857092,428.7857142857092,1.9051459912888187,TP,2018Q2,2018,2,2018-04-11 13:30:00,2018Q2
73,2201,2018-04-11 15:30:00,2205,2018-04-11 17:30:00,BUY,1351.76,1358.057857142857,1348.6110714285714,1358.057857142857,0.1,62.27857142857083,629.7857142857083,1.9347609009208913,TP,2018Q2,2018,4,2018-04-11 15:30:00,2018Q2
74,2206,2018-04-11 18:00:00,2210,2018-04-11 20:00:00,BUY,1359.1,1354.51,1354.51,1368.28,0.1,-46.599999999999184,-458.9999999999918,-1.0,SL,2018Q2,2018,4,2018-04-11 18:00:00,2018Q2
75,2247,2018-04-12 15:30:00,2260,2018-04-12 22:00:00,SELL,1342.92,1335.5121428571429,1346.6239285714287,1335.5121428571429,0.1,73.3785714285721,740.785714285721,1.9443550676634809,TP,2018Q2,2018,13,2018-04-12 15:30:00,2018Q2
76,2286,2018-04-13 12:00:00,2289,2018-04-13 13:30:00,BUY,1341.21,1338.93,1338.93,1345.77,0.1,-23.499999999999726,-227.99999999999727,-1.0,SL,2018Q2,2018,3,2018-04-13 12:00:00,2018Q2
77,2291,2018-04-13 14:30:00,2294,2018-04-13 16:00:00,SELL,1337.41,1340.2900000000002,1340.2900000000002,1331.65,0.1,-29.50000000000109,-288.0000000000109,-1.0,SL,2018Q2,2018,3,2018-04-13 14:30:00,2018Q2
78,2296,2018-04-13 17:00:00,2310,2018-04-16 01:00:00,BUY,1343.86,1340.1260714285713,1340.1260714285713,1351.327857142857,0.1,-38.03928571428578,-373.3928571428578,-1.0,SL,2018Q2,2018,14,2018-04-13 17:00:00,2018Q2
79,2317,2018-04-16 04:30:00,2325,2018-04-16 08:30:00,BUY,1347.15,1343.7417857142857,1343.7417857142857,1353.9664285714289,0.1,-34.78214285714394,-340.82142857143936,-1.0,SL,2018Q2,2018,8,2018-04-16 04:30:00,2018Q2
80,2341,2018-04-16 16:30:00,2367,2018-04-17 06:30:00,BUY,1347.49,1344.5114285714285,1344.5114285714285,1353.4471428571428,0.1,-30.48571428571513,-297.8571428571513,-1.0,SL,2018Q2,2018,26,2018-04-16 16:30:00,2018Q2
81,2376,2018-04-17 11:00:00,2393,2018-04-17 19:30:00,SELL,1342.87,1345.7639285714286,1345.7639285714286,1337.0821428571426,0.1,-29.639285714286597,-289.392857142866,-1.0,SL,2018Q2,2018,17,2018-04-17 11:00:00,2018Q2
82,2422,2018-04-18 11:00:00,2423,2018-04-18 11:30:00,BUY,1346.24,1344.0928571428572,1344.0928571428572,1350.534285714286,0.1,-22.17142857142853,-214.71428571428532,-1.0,SL,2018Q2,2018,1,2018-04-18 11:00:00,2018Q2
83,2428,2018-04-18 14:00:00,2433,2018-04-18 16:30:00,BUY,1349.27,1355.2785714285717,1346.2657142857142,1355.2785714285717,0.1,59.38571428571713,600.8571428571713,1.931691449814201,TP,2018Q2,2018,5,2018-04-18 14:00:00,2018Q2
84,2471,2018-04-19 12:30:00,2483,2018-04-19 18:30:00,SELL,1348.35,1342.452857142857,1351.2985714285712,1342.452857142857,0.1,58.27142857142853,589.7142857142853,1.9304306672977536,TP,2018Q2,2018,12,2018-04-19 12:30:00,2018Q2
85,2484,2018-04-19 19:00:00,2484,2018-04-19 19:00:00,SELL,1342.5,1346.9142857142858,1346.9142857142858,1333.6714285714286,0.1,-44.84285714285825,-441.4285714285825,-1.0,SL,2018Q2,2018,0,2018-04-19 19:00:00,2018Q2
86,2517,2018-04-20 12:30:00,2520,2018-04-20 14:00:00,SELL,1339.99,1342.2057142857143,1342.2057142857143,1335.5585714285714,0.1,-22.857142857142843,-221.57142857142844,-1.0,SL,2018Q2,2018,3,2018-04-20 12:30:00,2018Q2
