id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter
136,2395,2018-04-17 20:30:00,2415,2018-04-18 07:30:00,BUY,1346.83,1343.1560714285713,1343.1560714285713,1354.177857142857,0.1,-37.43928571428633,-367.39285714286325,-1.0,SL,2018Q2,2018,20,2018-04-17 20:30:00,2018Q2
137,2422,2018-04-18 11:00:00,2423,2018-04-18 11:30:00,BUY,1346.24,1344.0928571428572,1344.0928571428572,1350.534285714286,0.1,-22.17142857142853,-214.71428571428532,-1.0,SL,2018Q2,2018,1,2018-04-18 11:00:00,2018Q2
138,2427,2018-04-18 13:30:00,2430,2018-04-18 15:00:00,BUY,1346.2,1351.574285714286,1343.512857142857,1351.574285714286,0.1,53.04285714285861,537.4285714285861,1.9238341968911143,TP,2018Q2,2018,3,2018-04-18 13:30:00,2018Q2
139,2431,2018-04-18 15:30:00,2433,2018-04-18 16:30:00,BUY,1352.86,1349.392857142857,1349.392857142857,1359.7942857142857,0.1,-35.3714285714279,-346.71428571427896,-1.0,SL,2018Q2,2018,2,2018-04-18 15:30:00,2018Q2
140,2434,2018-04-18 17:00:00,2444,2018-04-18 22:00:00,BUY,1352.22,1348.0210714285715,1348.0210714285715,1360.6178571428572,0.1,-42.68928571428496,-419.8928571428496,-1.0,SL,2018Q2,2018,10,2018-04-18 17:00:00,2018Q2
141,2459,2018-04-19 06:30:00,2470,2018-04-19 12:00:00,BUY,1352.71,1350.6796428571429,1350.6796428571429,1356.7707142857143,0.1,-21.003571428571558,-203.03571428571558,-1.0,SL,2018Q2,2018,11,2018-04-19 06:30:00,2018Q2
142,2482,2018-04-19 18:00:00,2524,2018-04-20 16:00:00,SELL,1345.94,1337.7585714285715,1350.0307142857143,1337.7585714285715,0.1,81.11428571428569,818.1428571428569,1.949527896995708,TP,2018Q2,2018,42,2018-04-19 18:00:00,2018Q2
143,2525,2018-04-20 16:30:00,2561,2018-04-23 11:30:00,SELL,1336.14,1329.3728571428574,1339.5235714285716,1329.3728571428574,0.1,66.97142857142744,676.7142857142744,1.9391933815924893,TP,2018Q2,2018,36,2018-04-20 16:30:00,2018Q2
144,2562,2018-04-23 12:00:00,2569,2018-04-23 15:30:00,SELL,1328.98,1324.8228571428572,1331.0585714285714,1324.8228571428572,0.1,40.87142857142844,415.7142857142844,1.902260638297872,TP,2018Q2,2018,7,2018-04-23 12:00:00,2018Q2
145,2570,2018-04-23 16:00:00,2602,2018-04-24 09:00:00,SELL,1325.56,1328.5192857142856,1328.5192857142856,1319.6414285714286,0.1,-30.2928571428567,-295.928571428567,-1.0,SL,2018Q2,2018,32,2018-04-23 16:00:00,2018Q2
146,2604,2018-04-24 10:00:00,2607,2018-04-24 11:30:00,SELL,1324.71,1327.4142857142858,1327.4142857142858,1319.3014285714287,0.1,-27.742857142857883,-270.42857142857883,-1.0,SL,2018Q2,2018,3,2018-04-24 10:00:00,2018Q2
147,2618,2018-04-24 17:00:00,2645,2018-04-25 07:30:00,BUY,1329.96,1327.0564285714286,1327.0564285714286,1335.767142857143,0.1,-29.735714285714675,-290.35714285714675,-1.0,SL,2018Q2,2018,27,2018-04-24 17:00:00,2018Q2
148,2649,2018-04-25 09:30:00,2659,2018-04-25 14:30:00,SELL,1324.79,1320.8235714285713,1326.7732142857142,1320.8235714285713,0.1,38.964285714286504,396.64285714286507,1.8977213428423405,TP,2018Q2,2018,10,2018-04-25 09:30:00,2018Q2
149,2660,2018-04-25 15:00:00,2663,2018-04-25 16:30:00,SELL,1320.59,1323.0414285714285,1323.0414285714285,1315.6871428571428,0.1,-25.214285714285506,-245.14285714285506,-1.0,SL,2018Q2,2018,3,2018-04-25 15:00:00,2018Q2
150,2664,2018-04-25 17:00:00,2686,2018-04-26 05:00:00,SELL,1321.8,1324.4517857142857,1324.4517857142857,1316.4964285714286,0.1,-27.217857142857792,-265.1785714285779,-1.0,SL,2018Q2,2018,22,2018-04-25 17:00:00,2018Q2
151,2704,2018-04-26 14:00:00,2706,2018-04-26 15:00:00,BUY,1324.84,1322.5717857142856,1322.5717857142856,1329.3764285714285,0.1,-23.382142857142934,-226.82142857142935,-1.0,SL,2018Q2,2018,2,2018-04-26 14:00:00,2018Q2
