window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1589.3410714285637,0.7970959283358666,False,False
2018Q3->2019Q2,-1566.2374999999809,0.7901884133132286,False,False
2018Q4->2019Q3,-1567.2892857142583,0.7944849561401278,False,False
2019Q1->2019Q4,-2008.3464285714003,0.7628576826440817,False,False
2019Q2->2020Q1,-587.9446428571132,0.942981953322126,False,False
2019Q3->2020Q2,-687.4392857142591,0.9459096496153226,False,False
2019Q4->2020Q3,1392.462500000013,1.092608330793801,True,False
2020Q1->2020Q4,2563.9160714285763,1.1577133149439758,True,False
2020Q2->2021Q1,2200.6732142857163,1.132821229893224,True,False
2020Q3->2021Q2,2617.2053571428605,1.1651647878343538,True,False
2020Q4->2021Q3,-399.9089285714099,0.9733527474219471,False,False
2021Q1->2021Q4,-1156.641071428567,0.9211715148961633,False,False
2021Q2->2022Q1,-2146.298214285689,0.8574729727678602,False,False
2021Q3->2022Q2,-2586.073214285697,0.835716885098097,False,False
2021Q4->2022Q3,-1566.6392857142844,0.903590983606738,False,False
2022Q1->2022Q4,-1209.755357142843,0.923916500565352,False,False
2022Q2->2023Q1,-1965.7214285714274,0.8752691934383316,False,False
2022Q3->2023Q2,-1247.7142857143008,0.9192253065061586,False,False
2022Q4->2023Q3,-676.2839285714439,0.950430462414641,False,False
2023Q1->2023Q4,-1077.8303571428762,0.9221701050987574,False,False
2023Q2->2024Q1,-824.7267857143263,0.9391138044673608,False,False
2023Q3->2024Q2,-732.6410714285746,0.9487680987858556,False,False
2023Q4->2024Q3,-2361.7642857142678,0.8659035693334327,False,False
2024Q1->2024Q4,-1968.0999999999992,0.8985280090742701,False,False
2024Q2->2025Q1,-1159.9464285713836,0.9443390089143984,False,False
2024Q3->2025Q2,830.3196428571416,1.0371686802076554,True,False
2024Q4->2025Q3,3275.298214285707,1.1505304607667488,True,False
2025Q1->2025Q4,6333.3035714285825,1.2650209683881806,True,True
2025Q2->2026Q1,4517.698214285702,1.1293240083183305,True,False
2025Q3->2026Q2,1471.0803571429283,1.035889299912836,True,False
