id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter
80,1884,2018-04-02 18:00:00,1888,2018-04-02 20:00:00,BUY,1337.39,1342.2928571428572,1334.9385714285715,1342.2928571428572,0.1,48.32857142857101,490.2857142857101,1.9167138810198292,TP,2018Q2,2018,4,2018-04-02 18:00:00,2018Q2
81,1889,2018-04-02 20:30:00,1902,2018-04-03 04:00:00,BUY,1342.9,1339.4607142857144,1339.4607142857144,1349.7785714285717,0.1,-35.092857142856886,-343.92857142856883,-1.0,SL,2018Q2,2018,13,2018-04-02 20:30:00,2018Q2
82,1914,2018-04-03 10:00:00,1914,2018-04-03 10:00:00,BUY,1341.31,1339.2582142857143,1339.2582142857143,1345.4135714285712,0.1,-21.217857142856428,-205.17857142856428,-1.0,SL,2018Q2,2018,0,2018-04-03 10:00:00,2018Q2
83,1963,2018-04-04 11:30:00,1974,2018-04-04 17:00:00,BUY,1343.44,1340.8203571428571,1340.8203571428571,1348.6792857142857,0.1,-26.89642857142935,-261.9642857142935,-1.0,SL,2018Q2,2018,11,2018-04-04 11:30:00,2018Q2
84,1993,2018-04-05 03:30:00,2005,2018-04-05 09:30:00,SELL,1331.07,1326.3428571428572,1333.4335714285712,1326.3428571428572,0.1,46.5714285714278,472.71428571427805,1.9137070736719402,TP,2018Q2,2018,12,2018-04-05 03:30:00,2018Q2
85,2006,2018-04-05 10:00:00,2012,2018-04-05 13:00:00,SELL,1326.27,1328.297142857143,1328.297142857143,1322.2157142857143,0.1,-20.971428571429623,-202.71428571429624,-1.0,SL,2018Q2,2018,6,2018-04-05 10:00:00,2018Q2
86,2013,2018-04-05 13:30:00,2014,2018-04-05 14:00:00,SELL,1328.16,1330.3189285714286,1330.3189285714286,1323.842142857143,0.1,-22.289285714285324,-215.89285714285325,-1.0,SL,2018Q2,2018,1,2018-04-05 13:30:00,2018Q2
87,2017,2018-04-05 15:30:00,2019,2018-04-05 16:30:00,SELL,1325.75,1328.4585714285715,1328.4585714285715,1320.3328571428572,0.1,-27.78571428571531,-270.8571428571531,-1.0,SL,2018Q2,2018,2,2018-04-05 15:30:00,2018Q2
88,2021,2018-04-05 17:30:00,2035,2018-04-06 01:30:00,SELL,1325.17,1328.8792857142857,1328.8792857142857,1317.7514285714287,0.1,-37.792857142856704,-370.928571428567,-1.0,SL,2018Q2,2018,14,2018-04-05 17:30:00,2018Q2
89,2048,2018-04-06 08:00:00,2052,2018-04-06 10:00:00,SELL,1327.76,1322.8871428571429,1330.1964285714287,1322.8871428571429,0.1,48.02857142857128,487.28571428571286,1.916215445995923,TP,2018Q2,2018,4,2018-04-06 08:00:00,2018Q2
90,2053,2018-04-06 10:30:00,2053,2018-04-06 10:30:00,SELL,1321.72,1324.5239285714288,1324.5239285714288,1316.1121428571428,0.1,-28.739285714287416,-280.39285714287416,-1.0,SL,2018Q2,2018,0,2018-04-06 10:30:00,2018Q2
91,2054,2018-04-06 11:00:00,2063,2018-04-06 15:30:00,SELL,1324.45,1327.5582142857143,1327.5582142857143,1318.2335714285714,0.1,-31.782142857142116,-310.82142857142117,-1.0,SL,2018Q2,2018,9,2018-04-06 11:00:00,2018Q2
92,2082,2018-04-09 02:00:00,2084,2018-04-09 03:00:00,BUY,1333.84,1331.3971428571426,1331.3971428571426,1338.7257142857143,0.1,-25.128571428572922,-244.28571428572923,-1.0,SL,2018Q2,2018,2,2018-04-09 02:00:00,2018Q2
93,2090,2018-04-09 06:00:00,2096,2018-04-09 09:00:00,BUY,1333.33,1331.3210714285713,1331.3210714285713,1337.347857142857,0.1,-20.789285714286688,-200.8928571428669,-1.0,SL,2018Q2,2018,6,2018-04-09 06:00:00,2018Q2
94,2109,2018-04-09 15:30:00,2121,2018-04-09 21:30:00,BUY,1332.63,1337.6785714285716,1330.1057142857144,1337.6785714285716,0.1,49.78571428571449,504.85714285714494,1.9190528634361237,TP,2018Q2,2018,12,2018-04-09 15:30:00,2018Q2
