window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1508.467857142844,0.8168643762446741,False,False
2018Q3->2019Q2,-2559.83214285716,0.7276330374517715,False,False
2018Q4->2019Q3,-2092.6107142857395,0.809333601035315,False,False
2019Q1->2019Q4,-1785.3035714286016,0.8375089593792692,False,False
2019Q2->2020Q1,-2124.3714285714495,0.85163509092596,False,False
2019Q3->2020Q2,-1145.5285714285708,0.9245192972943973,False,False
2019Q4->2020Q3,-3974.6428571428546,0.7813153853046457,False,False
2020Q1->2020Q4,-4301.460714285713,0.7899099623344383,False,False
2020Q2->2021Q1,-4602.757142857145,0.7690778322086803,False,False
2020Q3->2021Q2,-4136.225000000021,0.788249480059421,False,False
2020Q4->2021Q3,-1659.4821428571593,0.8974297561982416,False,False
2021Q1->2021Q4,-1104.1321428571543,0.9240006303023504,False,False
2021Q2->2022Q1,582.578571428561,1.0416713501229276,True,False
2021Q3->2022Q2,-447.3464285714357,0.9686774416914085,False,False
2021Q4->2022Q3,296.22499999999195,1.0201656715078893,True,False
2022Q1->2022Q4,-488.02142857145225,0.9698034303776867,False,False
2022Q2->2023Q1,-2567.635714285734,0.8445900346600586,False,False
2022Q3->2023Q2,-968.2357142857172,0.940302300171272,False,False
2022Q4->2023Q3,-1584.5464285714286,0.8936123989741857,False,False
2023Q1->2023Q4,-1781.8107142857116,0.8847535124968732,False,False
2023Q2->2024Q1,284.4821428571259,1.0200644187363954,True,False
2023Q3->2024Q2,-864.0535714286116,0.9494134248931466,False,False
2023Q4->2024Q3,-2447.6428571428905,0.8852385502286872,False,False
2024Q1->2024Q4,-1021.2214285714462,0.954617394649733,False,False
2024Q2->2025Q1,-2473.6214285714536,0.903424094629645,False,False
2024Q3->2025Q2,-4431.589285714288,0.871161420848603,False,False
2024Q4->2025Q3,-4691.65000000001,0.8707059950178486,False,False
2025Q1->2025Q4,-5672.982142857167,0.8765844896289817,False,False
2025Q2->2026Q1,-11283.78214285713,0.8494372444432713,False,False
2025Q3->2026Q2,-9185.153571428571,0.8839852995168631,False,False
