quarter,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,129,-519.9500000000038,1963.3678571428566,2483.31785714286,0.7906228562306465,-4.030620155038789
2018Q3,137,-297.3696428571666,2239.2803571428444,2536.650000000009,0.882770724042669,-2.1705813347238436
2018Q4,138,7.858928571416271,2426.087499999987,2418.2285714285695,1.0032498700347317,0.056948757763886027
2019Q1,138,-1110.76785714287,1398.460714285718,2509.2285714285867,0.5573269530760716,-8.049042443064275
2019Q2,121,-573.5874999999962,1867.8232142857087,2441.410714285704,0.7650589896064198,-4.74039256198344
2019Q3,124,524.6553571428682,4301.819642857153,3777.164285714283,1.1389019162145484,4.23109158986184
2019Q4,114,-736.3232142857371,2053.6446428571307,2789.9678571428663,0.7360818288997117,-6.458975563909974
2020Q1,130,-564.6767857142786,5840.055357142861,6404.732142857138,0.9118344416098602,-4.3436675824175275
2020Q2,109,-1557.2714285714178,4012.4107142857206,5569.682142857139,0.7204021004019866,-14.286893840104751
2020Q3,125,-3262.81785714287,4510.335714285708,7773.153571428578,0.5802452856282346,-26.102542857142957
2020Q4,122,-910.1303571428552,4271.083928571439,5181.214285714294,0.8243403366557763,-7.460084894613567
2021Q1,126,-952.6660714285579,5144.537500000002,6097.203571428561,0.8437536060149372,-7.560841836734586
2021Q2,132,-503.40535714285807,4297.458928571424,4800.864285714282,0.8951427644724681,-3.8136769480519552
2021Q3,135,-226.96607142858244,4106.558928571426,4333.525000000007,0.9476255308487708,-1.6812301587302403
2021Q4,126,426.10892857140436,4210.741071428553,3784.6321428571478,1.1125892590051623,3.381816893423844
2022Q1,124,523.3982142857221,5928.526785714286,5405.128571428563,1.0968336289079965,4.220953341013888
2022Q2,144,-283.4017857142933,5486.601785714283,5770.003571428579,0.950883603067835,-1.968067956349259
2022Q3,157,-528.0125000000108,5260.201785714285,5788.214285714298,0.9087779971617181,-3.3631369426752284
2022Q4,140,25.139285714285336,5202.760714285717,5177.621428571433,1.0048553734685117,0.17956632653060955
2023Q1,131,-1420.4249999999975,4625.285714285721,6045.7107142857185,0.7650524368220922,-10.84293893129769
2023Q2,117,152.9267857142856,4649.66607142857,4496.739285714285,1.0340083727335758,1.3070665445665435
2023Q3,129,-1078.099999999984,2620.228571428584,3698.3285714285657,0.7084899356079818,-8.357364341085146
2023Q4,124,1064.7535714285536,5062.071428571409,3997.3178571428552,1.2663670014447146,8.586722350230271
2024Q1,115,691.3803571428565,4533.398214285706,3842.017857142847,1.1799524059622697,6.012003105590057
2024Q2,134,234.5339285714329,7454.626785714301,7220.092857142869,1.032483505851231,1.7502531982942755
2024Q3,149,-3102.496428571391,5170.632142857153,8273.128571428546,0.6249911503507946,-20.822123681687188
2024Q4,152,-3453.7249999999913,5491.235714285725,8944.960714285717,0.6138915406879143,-22.721874999999944
2025Q1,147,-337.0839285714237,7914.841071428575,8251.925000000001,0.9591508734542029,-2.2930879494654675
2025Q2,159,-1060.6660714285674,15280.63035714284,16341.296428571413,0.9350929055069287,-6.670855795148222
2025Q3,152,-2104.9250000000216,8951.328571428556,11056.25357142858,0.8096167941155453,-13.848190789473826
2025Q4,136,-1287.1750000000432,17197.089285714264,18484.264285714307,0.9303637418236416,-9.464522058823846
2026Q1,117,-6462.3214285713975,24701.082142857136,31163.40357142853,0.7926310772262299,-55.23351648351622
2026Q2,138,-3782.964285714291,19939.78214285717,23722.746428571456,0.8405343033487,-27.412784679089064
