window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-2512.928571428557,0.779143599976272,False,False
2018Q3->2019Q2,-1587.828571428569,0.8597382553913889,False,False
2018Q4->2019Q3,-1706.6214285714184,0.8725671353699854,False,False
2019Q1->2019Q4,-1213.1446428571126,0.9092492044489437,False,False
2019Q2->2020Q1,1472.0589285714639,1.0876405528856503,True,False
2019Q3->2020Q2,2262.8464285714704,1.1217436868221085,True,False
2019Q4->2020Q3,4241.183928571441,1.1992595459989586,True,False
2020Q1->2020Q4,4888.535714285713,1.2022119979601371,True,True
2020Q2->2021Q1,2026.0142857142741,1.0830269679139206,True,False
2020Q3->2021Q2,717.7428571428632,1.029259061525589,True,False
2020Q4->2021Q3,-1717.7589285713964,0.9207123406181607,False,False
2021Q1->2021Q4,-3308.3535714285517,0.8383931551226068,False,False
2021Q2->2022Q1,-2411.528571428544,0.8822051701272707,False,False
2021Q3->2022Q2,-3043.750000000005,0.8532129780223354,False,False
2021Q4->2022Q3,-1964.1660714285806,0.9070112857977628,False,False
2022Q1->2022Q4,-929.1571428571531,0.9575263599118731,False,False
2022Q2->2023Q1,-2098.553571428546,0.9053014095157431,False,False
2022Q3->2023Q2,-2003.7571428571257,0.9106517027713408,False,False
2022Q4->2023Q3,-1554.4696428571322,0.9247188533436653,False,False
2023Q1->2023Q4,-248.24642857142612,0.987818216646083,False,False
2023Q2->2024Q1,203.17499999994186,1.0103821800771395,True,False
2023Q3->2024Q2,500.0624999999486,1.0221186618997407,True,False
2023Q4->2024Q3,353.22678571422944,1.0136736963200235,True,False
2024Q1->2024Q4,-1079.5321428572047,0.9635339481523318,False,False
2024Q2->2025Q1,-1228.7142857143167,0.9618447599427195,False,False
2024Q3->2025Q2,1237.3428571428628,1.031662218009399,True,False
2024Q4->2025Q3,1981.1839285714877,1.0475799257908536,True,False
2025Q1->2025Q4,5690.976785714382,1.1093258602187848,True,False
2025Q2->2026Q1,13985.117857142937,1.1804417333817312,True,False
2025Q3->2026Q2,12062.45000000002,1.1337951778473094,True,False
