quarter,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,168,-886.500000000008,2386.4428571428616,3272.942857142867,0.7291428421778557,-5.2767857142857615
2018Q3,168,-612.1499999999925,2426.7857142857065,3038.9357142856966,0.7985643470105862,-3.6437499999999554
2018Q4,176,-708.0178571428526,2514.3499999999976,3222.3678571428477,0.7802802508802881,-4.022828733766207
2019Q1,168,-197.37857142857382,2482.7357142857168,2680.1142857142886,0.9263544198541639,-1.174872448979606
2019Q2,189,-369.1321428571402,3098.985714285723,3468.1178571428627,0.8935641295762534,-1.9530801209372497
2019Q3,166,-764.7892857142726,4661.835714285722,5426.6249999999945,0.8590672313428193,-4.607164371772726
2019Q4,166,-752.8999999999755,3035.6571428571447,3788.5571428571184,0.8012699897058492,-4.535542168674551
2020Q1,159,1372.0785714285814,7750.928571428565,6378.849999999984,1.2150981088171982,8.629424977538248
2020Q2,136,394.70714285714877,6403.878571428575,6009.171428571428,1.0656841209389465,2.902258403361388
2020Q3,164,861.6928571428508,8921.685714285719,8059.99285714287,1.106909878509285,5.254224738675919
2020Q4,167,44.73571428572164,6607.435714285723,6562.7000000000035,1.00681666300238,0.26787852865701584
2021Q1,146,98.0071428571461,6381.371428571427,6283.364285714282,1.0155978769335356,0.6712818003914117
2021Q2,158,-1346.524999999982,4413.0000000000055,5759.524999999989,0.7662090189729213,-8.522310126582164
2021Q3,156,-1025.6357142857105,4322.728571428582,5348.364285714291,0.8082337590531695,-6.574587912087888
2021Q4,141,-564.9642857142944,4090.3285714285694,4655.292857142863,0.8786404415250828,-4.006838905775138
2022Q1,159,701.3714285714249,7148.135714285703,6446.764285714278,1.1087943342562765,4.41114106019764
2022Q2,136,588.0607142857186,5951.357142857147,5363.296428571429,1.1096453873317522,4.323975840336167
2022Q3,157,-693.5714285714147,5077.107142857143,5770.678571428561,0.8798111140680427,-4.417652411282896
2022Q4,154,-678.0250000000113,4992.7999999999965,5670.825000000011,0.8804362680915012,-4.402759740259814
2023Q1,168,-360.0107142856998,6293.3142857142875,6653.32499999999,0.9458901054306377,-2.1429209183672606
2023Q2,144,-952.221428571441,4700.378571428572,5652.600000000014,0.8315427540297493,-6.612648809523896
2023Q3,148,-240.58571428571997,3595.885714285716,3836.4714285714335,0.9372898459521949,-1.625579150579189
2023Q4,156,570.6821428571409,5770.064285714283,5199.382142857143,1.1097596074258818,3.658218864468852
2024Q1,166,-328.03214285713346,5354.392857142867,5682.425,0.9422725081532738,-1.97609724612731
2024Q2,170,-809.7714285713968,8363.450000000033,9173.221428571436,0.9117244214721294,-4.763361344537628
2024Q3,166,404.8035714285603,8429.32142857144,8024.517857142883,1.0504458434307338,2.4385757314973513
2024Q4,189,-1574.6035714286013,8285.528571428566,9860.132142857165,0.8403060376255437,-8.331235827664557
2025Q1,183,-666.7500000000159,8847.95714285715,9514.707142857169,0.9299242751259499,-3.6434426229509067
2025Q2,183,2336.0999999999476,18915.407142857068,16579.307142857127,1.1409045613227815,12.765573770491518
2025Q3,166,1102.2285714285717,11182.392857142855,10080.16428571429,1.1093462904161844,6.639931153184167
2025Q4,170,2242.707142857153,22687.342857142856,20444.635714285694,1.1096966057111044,13.192394957983254
2026Q1,173,9007.771428571417,47057.707142857085,38049.93571428565,1.2367355229246684,52.06804293971918
2026Q2,172,1406.4714285713658,26437.499999999967,25031.028571428593,1.0561891184198788,8.177159468438173
