window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1032.6785714285743,0.8816442343980372,False,False
2018Q3->2019Q2,-601.8607142857074,0.9350184528452792,False,False
2018Q4->2019Q3,-78.27499999999247,0.9929683136176415,False,False
2019Q1->2019Q4,44.52857142859307,1.003875602726477,True,False
2019Q2->2020Q1,163.50714285716901,1.010552290793496,True,False
2019Q3->2020Q2,953.1214285714564,1.0558556627755766,True,False
2019Q4->2020Q3,1332.3357142857262,1.0673727561618194,True,False
2020Q1->2020Q4,1243.257142857135,1.0571965614238013,True,False
2020Q2->2021Q1,1683.225000000003,1.0815983761455168,True,False
2020Q3->2021Q2,257.2642857143037,1.0125821910486437,True,False
2020Q4->2021Q3,-786.610714285682,0.9556203700065605,False,False
2021Q1->2021Q4,-1463.3678571428313,0.9115879676450683,False,False
2021Q2->2022Q1,-2509.5964285714094,0.8590845237772955,False,False
2021Q3->2022Q2,-1893.639285714286,0.8948214617626634,False,False
2021Q4->2022Q3,-2042.889285714291,0.8919400442925498,False,False
2022Q1->2022Q4,-461.98214285714585,0.9757833325751291,False,False
2022Q2->2023Q1,-709.735714285708,0.9618751810548091,False,False
2022Q3->2023Q2,-2835.9571428571403,0.8542492792014283,False,False
2022Q4->2023Q3,-2220.732142857162,0.8758889844076053,False,False
2023Q1->2023Q4,-3012.9571428571585,0.8444721224241774,False,False
2023Q2->2024Q1,-2471.5464285714584,0.8617257837346509,False,False
2023Q3->2024Q2,-102.17142857143429,0.9947933994398827,False,False
2023Q4->2024Q3,-593.496428571413,0.9750493408334909,False,False
2024Q1->2024Q4,132.32499999999663,1.0052435154465833,True,False
2024Q2->2025Q1,154.40714285713716,1.0054556393952834,True,False
2024Q3->2025Q2,3248.3857142856255,1.101826989904487,True,False
2024Q4->2025Q3,5958.574999999907,1.1862678560084656,True,False
2025Q1->2025Q4,7892.842857142809,1.186822008179605,True,False
2025Q2->2026Q1,17828.97499999991,1.2833806087243247,True,True
2025Q3->2026Q2,13774.378571428508,1.1946882097013312,True,False
