quarter,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,80,-221.54642857142434,1482.3607142857184,1703.9071428571426,0.8699774048719984,-2.7693303571428043
2018Q3,71,-29.79285714286088,1345.0499999999943,1374.8428571428553,0.978329990960003,-0.4196177062374772
2018Q4,78,-736.3089285714248,999.66964285714,1735.9785714285651,0.5758536766006827,-9.43985805860801
2019Q1,81,158.8928571428649,1622.4321428571357,1463.5392857142708,1.1085675380864943,1.9616402116403073
2019Q2,89,-256.9089285714288,1738.8767857142846,1995.7857142857135,0.8712742922586877,-2.8866171749598744
2019Q3,79,280.6821428571446,2975.950000000004,2695.2678571428582,1.104138867724518,3.5529385171790455
2019Q4,93,0.0017857142868464848,2245.8446428571388,2245.84285714285,1.0000007951198737,1.9201228890822418e-05
2020Q1,67,867.2625000000046,4772.898214285714,3905.635714285709,1.222054119596409,12.944216417910516
2020Q2,69,-113.17321428570757,3404.062500000004,3517.235714285711,0.9678232499954328,-1.6401915113870662
2020Q3,82,173.0696428571199,4906.855357142849,4733.78571428573,1.0365605148401258,2.110605400696584
2020Q4,75,1752.2089285714285,4735.419642857147,2983.2107142857176,1.587356742914812,23.362785714285714
2021Q1,70,1352.8250000000035,4469.375000000007,3116.5500000000025,1.4340777462257956,19.326071428571478
2021Q2,84,-917.9624999999864,2661.062500000009,3579.024999999994,0.7435160413799885,-10.928124999999838
2021Q3,94,-33.04464285713085,3490.298214285724,3523.342857142854,0.9906212241621224,-0.3515387537992644
2021Q4,73,-218.98749999999012,2610.8696428571475,2829.857142857136,0.9226153516078589,-2.9998287671231525
2022Q1,84,109.54821428571337,3575.5053571428516,3465.9571428571376,1.0316069154263716,1.3041454081632544
2022Q2,87,-724.7517857142802,3380.6339285714303,4105.385714285709,0.8234631685903898,-8.33048029556644
2022Q3,83,198.79642857143574,3459.289285714295,3260.4928571428586,1.0609712817299775,2.395137693631756
2022Q4,83,296.3928571428456,3603.392857142856,3307.0000000000095,1.0896259017668115,3.570998278829465
2023Q1,76,514.0892857142939,3822.9321428571425,3308.8428571428476,1.1553682988010514,6.764332706767024
2023Q2,92,-1549.2767857142933,2816.9589285714233,4366.235714285716,0.6451687707456392,-16.839965062111883
2023Q3,79,886.1214285714202,2977.103571428571,2090.9821428571495,1.4237823989068656,11.216726943942028
2023Q4,90,809.7767857142774,3955.305357142852,3145.5285714285724,1.2574374281860399,8.997519841269748
2024Q1,92,1255.580357142854,4506.4874999999965,3250.9071428571415,1.3862246142285555,13.647612577639716
2024Q2,91,-1174.9874999999895,4505.683928571449,5680.671428571437,0.793160453869892,-12.911950549450435
2024Q3,84,-1075.2642857142962,4019.282142857145,5094.54642857144,0.7889381712797916,-12.800765306122575
2024Q4,74,551.0285714285993,4771.200000000012,4220.1714285714115,1.13057018672228,7.446332046332423
2025Q1,61,-1027.2678571428562,2941.5464285714424,3968.8142857142966,0.7411650474952951,-16.840456674473053
2025Q2,46,340.27678571427515,5510.980357142838,5170.703571428562,1.0658086043830712,7.397321428571199
2025Q3,64,-1745.0446428571463,3380.76607142857,5125.810714285715,0.6595573383165168,-27.26632254464291
2025Q4,56,1117.97499999997,9440.23928571426,8322.264285714291,1.1343354358403452,19.96383928571375
2026Q1,61,-801.3178571429005,14940.889285714258,15742.207142857162,0.9490974899598821,-13.136358313818041
2026Q2,60,3029.04107142855,12695.469642857133,9666.428571428589,1.3133567945023243,50.4840178571425
