window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-2054.3142857142975,0.772450427954977,False,False
2018Q3->2019Q2,-1900.6999999999884,0.7814171112012878,False,False
2018Q4->2019Q3,-1820.1999999999887,0.8061792219270282,False,False
2019Q1->2019Q4,-1754.482142857123,0.824728747082858,False,False
2019Q2->2020Q1,-1997.2142857142414,0.8476342743051728,False,False
2019Q3->2020Q2,-1803.828571428532,0.8853405784730749,False,False
2019Q4->2020Q3,-533.0714285713858,0.9701391731395825,False,False
2020Q1->2020Q4,-96.41428571425395,0.9950310641319635,False,False
2020Q2->2021Q1,190.04642857144614,1.0099676486460523,True,False
2020Q3->2021Q2,510.4571428571543,1.02820821916078,True,False
2020Q4->2021Q3,-773.274999999978,0.9546982586457298,False,False
2021Q1->2021Q4,-1007.8142857142666,0.9394843210118013,False,False
2021Q2->2022Q1,-1085.2535714285518,0.9355081136158795,False,False
2021Q3->2022Q2,-2021.4999999999764,0.8882728982131023,False,False
2021Q4->2022Q3,-2457.4071428571533,0.871148542262478,False,False
2022Q1->2022Q4,-2572.025000000006,0.8635963387897928,False,False
2022Q2->2023Q1,-3308.7857142857174,0.8264322904957603,False,False
2022Q3->2023Q2,-3633.65357142859,0.8088146948160333,False,False
2022Q4->2023Q3,-2929.2500000000146,0.8264776133928246,False,False
2023Q1->2023Q4,-3356.2964285714384,0.8056349470459503,False,False
2023Q2->2024Q1,-3327.946428571441,0.7956542495999486,False,False
2023Q3->2024Q2,-1737.8214285713923,0.8964939971240676,False,False
2023Q4->2024Q3,-1841.8214285713527,0.9085170614057381,False,False
2024Q1->2024Q4,-737.1214285713736,0.9656510235593594,False,False
2024Q2->2025Q1,1106.842857142914,1.04799333486128,True,False
2024Q3->2025Q2,3318.207142857157,1.1385867846603455,True,False
2024Q4->2025Q3,3474.00357142856,1.1451300136622473,True,False
2025Q1->2025Q4,5335.900000000018,1.1900709089932986,True,False
2025Q2->2026Q1,2156.4357142857257,1.055226294434017,True,False
2025Q3->2026Q2,1203.535714285754,1.0267034154602632,True,False
