window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-2404.0464285714265,0.803178693931997,False,False
2018Q3->2019Q2,-1886.6785714285593,0.8479654182987176,False,False
2018Q4->2019Q3,-2039.3178571428393,0.8621824120980228,False,False
2019Q1->2019Q4,-2084.199999999962,0.8643400509001467,False,False
2019Q2->2020Q1,-514.742857142807,0.972996600218611,False,False
2019Q3->2020Q2,249.09642857148202,1.0115305319300387,True,False
2019Q4->2020Q3,1875.5785714286053,1.0773862993351266,True,False
2020Q1->2020Q4,2673.2142857143026,1.0989686632288778,True,False
2020Q2->2021Q1,1399.1428571428673,1.0519833169326342,True,False
2020Q3->2021Q2,-342.08928571426327,0.9871711300401554,False,False
2020Q4->2021Q3,-2229.4178571428247,0.906929023198826,False,False
2021Q1->2021Q4,-2839.117857142841,0.8712216506861382,False,False
2021Q2->2022Q1,-2235.753571428562,0.8993354811269407,False,False
2021Q3->2022Q2,-301.1678571428614,0.9861936484594146,False,False
2021Q4->2022Q3,30.8964285714344,1.0013894758009403,True,False
2022Q1->2022Q4,-82.16428571428264,0.9964662899792607,False,False
2022Q2->2023Q1,-1143.5464285714072,0.9512515843200846,False,False
2022Q3->2023Q2,-2683.8285714285666,0.8869844554598393,False,False
2022Q4->2023Q3,-2230.842857142872,0.8977297844590315,False,False
2023Q1->2023Q4,-982.1357142857198,0.9539806061149674,False,False
2023Q2->2024Q1,-950.1571428571538,0.95335708572777,False,False
2023Q3->2024Q2,-807.7071428571094,0.9661926985389319,False,False
2023Q4->2024Q3,-162.31785714282898,0.9942193561582008,False,False
2024Q1->2024Q4,-2307.6035714285713,0.9295179389574859,False,False
2024Q2->2025Q1,-2646.321428571454,0.9276419237598185,False,False
2024Q3->2025Q2,499.5499999998906,1.011358917059292,True,False
2024Q4->2025Q3,1196.9749999999021,1.0260018012961891,True,False
2025Q1->2025Q4,5014.2857142856565,1.0885621816271562,True,False
2025Q2->2026Q1,14688.80714285709,1.1724968850568787,True,False
2025Q3->2026Q2,13759.178571428507,1.1469907187492345,True,False
