quarter,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,113,219.3785714285795,2093.8785714285764,1874.4999999999966,1.1170331135922007,1.9414032869785798
2018Q3,126,-155.76785714285558,2001.235714285716,2157.003571428571,0.9277850722149288,-1.2362528344671078
2018Q4,123,324.67857142857287,2306.4000000000046,1981.7214285714313,1.1638366355369256,2.639663182346121
2019Q1,124,-557.9928571428643,1495.8142857142846,2053.8071428571484,0.7283129240817551,-4.499942396313422
2019Q2,115,-28.13571428571605,1904.7142857142783,1932.8499999999945,0.9854434051862709,-0.24465838509318302
2019Q3,101,-283.5999999999949,3003.814285714288,3287.4142857142806,0.9137315910463738,-2.8079207920791576
2019Q4,98,-545.94285714286,1845.621428571429,2391.5642857142884,0.7717214375528264,-5.570845481049592
2020Q1,123,-191.0714285714182,5451.728571428575,5642.799999999994,0.9661388976090914,-1.5534262485481156
2020Q2,113,-729.9392857142716,4592.228571428579,5322.167857142851,0.8628492551705929,-6.459639696586474
2020Q3,113,-1914.928571428583,4607.764285714279,6522.6928571428625,0.7064205515469603,-16.94627054361578
2020Q4,119,-502.73571428570943,4107.721428571438,4610.457142857147,0.890957512735026,-4.224669867947138
2021Q1,109,-780.8392857142726,4277.721428571426,5058.560714285699,0.8456400288902074,-7.163663171690574
2021Q2,123,-810.2464285714235,3623.1642857142956,4433.410714285717,0.817240837633072,-6.5873693379790526
2021Q3,124,-364.0285714285906,3632.7357142857018,3996.7642857142896,0.9089191792646512,-2.9357142857144405
2021Q4,119,1224.3250000000005,4543.235714285719,3318.910714285718,1.3688936236609472,10.288445378151264
2022Q1,130,-66.28214285714066,5283.128571428569,5349.410714285708,0.9876094496389796,-0.5098626373626204
2022Q2,134,-1632.5571428571525,3988.3714285714236,5620.928571428576,0.7095573939232191,-12.183262260128004
2022Q3,138,-529.0464285714384,4305.978571428564,4835.025000000002,0.8905804150813205,-3.8336697722568
2022Q4,128,-446.6749999999951,4225.828571428576,4672.503571428572,0.9044034973603177,-3.489648437499962
2023Q1,125,-1593.589285714288,3887.1928571428593,5480.782142857147,0.7092405346212968,-12.748714285714305
2023Q2,106,-555.3464285714142,3582.17857142858,4137.524999999994,0.8657781092388772,-5.239117250673719
2023Q3,128,-573.864285714275,2862.7285714285795,3436.592857142853,0.8330135952760555,-4.483314732142773
2023Q4,114,643.2857142856965,4224.235714285703,3580.950000000004,1.1796410768890093,5.642857142856987
2024Q1,113,128.74642857142697,3824.7428571428495,3695.9964285714204,1.0348340240743124,1.1393489254108582
2024Q2,120,-591.71785714287,5787.714285714285,6379.432142857155,0.9072459987202157,-4.93098214285725
2024Q3,126,-2123.528571428531,4761.871428571451,6885.399999999983,0.6915896576192324,-16.853401360543895
2024Q4,132,-1234.6285714285725,5748.485714285707,6983.114285714279,0.8231980000736469,-9.353246753246761
2025Q1,145,-455.39285714284546,7228.035714285718,7683.428571428563,0.940730514651199,-3.140640394088589
2025Q2,135,-1167.1285714285493,12208.885714285725,13376.01428571428,0.9127446676940932,-8.645396825396661
2025Q3,142,-3865.4285714285816,6469.778571428575,10335.20714285716,0.6259940881688036,-27.22132796780691
2025Q4,120,-2665.950000000066,12917.421428571397,15583.37142857147,0.8289234128686579,-22.216250000000553
2026Q1,108,-5386.542857142789,21453.414285714276,26839.957142857063,0.7993088130330226,-49.875396825396194
2026Q2,138,-4821.160714285732,18158.942857142865,22980.103571428597,0.790202829186552,-34.935947204969075
