quarter,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,133,-453.0142857142921,1932.8285714285732,2385.842857142864,0.8101240052931263,-3.40612244897964
2018Q3,117,-373.6392857142793,1726.1071428571383,2099.7464285714173,0.822055044061445,-3.1934981684981136
2018Q4,135,-330.7392857142779,2084.914285714281,2415.6535714285574,0.8630849681319638,-2.449920634920577
2019Q1,123,124.71428571427519,1948.6785714285722,1823.9642857142971,1.0683753989543905,1.0139372822298796
2019Q2,163,-22.19642857142543,2900.464285714294,2922.6607142857165,0.9924054035889529,-0.13617440841365294
2019Q3,126,149.94642857143566,4119.421428571437,3969.4749999999985,1.037774876670451,1.1900510204082195
2019Q4,124,-207.93571428569237,2565.4214285714297,2773.357142857121,0.9250238236278956,-1.6769009216588093
2020Q1,135,243.69285714285115,6073.142857142846,5829.449999999995,1.041803747719399,1.8051322751322307
2020Q2,103,767.4178571428619,5259.142857142861,4491.724999999999,1.1708514784727164,7.4506588072122515
2020Q3,137,529.1607142857056,7210.214285714297,6681.0535714285925,1.0792031838434362,3.862486965589092
2020Q4,119,-297.0142857142838,4437.328571428571,4734.342857142856,0.9372638833568698,-2.4959183673469227
2021Q1,113,683.6607142857192,5404.707142857145,4721.046428571426,1.1448112668725845,6.050094816687781
2021Q2,120,-658.5428571428373,3651.714285714291,4310.257142857127,0.8472149490583966,-5.487857142856978
2021Q3,117,-514.7142857142801,3444.228571428579,3958.942857142858,0.8699869373497993,-4.399267399267352
2021Q4,100,-973.7714285714333,2587.664285714281,3561.4357142857134,0.7265789679523295,-9.737714285714333
2022Q1,137,-362.56785714285877,5616.028571428565,5978.596428571424,0.939355689671548,-2.646480709071962
2022Q2,110,-42.58571428571395,4462.485714285711,4505.071428571426,0.9905471611358626,-0.38714285714285407
2022Q3,132,-663.9642857142848,4196.078571428581,4860.042857142866,0.8633830389502744,-5.03003246753246
2022Q4,108,607.1357142857116,4340.45714285715,3733.321428571437,1.162626156333406,5.6216269841269595
2023Q1,142,-610.3214285714209,4907.35,5517.6714285714215,0.889387862892474,-4.298038229376203
2023Q2,120,-2168.807142857146,3177.7428571428645,5346.550000000011,0.5943539024497775,-18.073392857142885
2023Q3,128,-48.73928571430662,3246.8285714285616,3295.5678571428666,0.9852106563035361,-0.38077566964302045
2023Q4,151,-185.08928571428476,5027.578571428569,5212.667857142854,0.9644924075757755,-1.2257568590349983
2024Q1,118,-68.91071428572076,3950.5428571428574,4019.4535714285767,0.9828557008904005,-0.5839891041162776
2024Q2,133,200.56785714287784,7296.321428571443,7095.753571428567,1.0282658994740845,1.5080290010742694
2024Q3,146,-540.0642857142853,6918.864285714288,7458.928571428574,0.9275949245870241,-3.6990704500978446
2024Q4,137,540.7321428571249,7202.528571428562,6661.796428571439,1.0811691183684335,3.9469499478622256
2025Q1,137,-46.82857142858029,7038.992857142865,7085.821428571446,0.9933912289632705,-0.34181438998963715
2025Q2,120,3294.546428571366,13989.028571428522,10694.482142857161,1.3080603983028563,27.45455357142805
2025Q3,129,2170.1249999999964,9717.307142857142,7547.182142857147,1.2875410926783926,16.822674418604624
2025Q4,144,2475.0000000000273,19395.442857142873,16920.442857142847,1.1462727672612434,17.18750000000019
2026Q1,127,9889.303571428522,37642.492857142795,27753.189285714263,1.3563303471042507,77.86853205849229
2026Q2,120,-760.0500000000375,17770.099999999977,18530.150000000012,0.9589830627382921,-6.333750000000312
