id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter
45,1881,2018-04-02 16:30:00,1881,2018-04-02 16:30:00,BUY,1335.71,1333.8157142857142,1333.8157142857142,1340.4457142857143,0.1,-19.64285714285843,-189.4285714285843,-1.0,SL,2018Q2,2018,0,2018-04-02 16:30:00,2018Q2
46,1884,2018-04-02 18:00:00,1889,2018-04-02 20:30:00,BUY,1337.39,1343.5185714285715,1334.9385714285715,1343.5185714285715,0.1,60.58571428571376,612.8571428571377,2.402832861189801,TP,2018Q2,2018,5,2018-04-02 18:00:00,2018Q2
47,1890,2018-04-02 21:00:00,1892,2018-04-02 22:00:00,BUY,1344.57,1340.8714285714284,1340.8714285714284,1353.8164285714286,0.1,-37.685714285715406,-369.85714285715403,-1.0,SL,2018Q2,2018,2,2018-04-02 21:00:00,2018Q2
48,1927,2018-04-03 16:30:00,1961,2018-04-04 10:30:00,SELL,1334.15,1337.2314285714288,1337.2314285714288,1326.4464285714287,0.1,-31.514285714286597,-308.142857142866,-1.0,SL,2018Q2,2018,34,2018-04-03 16:30:00,2018Q2
49,1963,2018-04-04 11:30:00,1974,2018-04-04 17:00:00,BUY,1343.44,1340.8203571428571,1340.8203571428571,1349.9891071428572,0.1,-26.89642857142935,-261.9642857142935,-1.0,SL,2018Q2,2018,11,2018-04-04 11:30:00,2018Q2
50,1976,2018-04-04 18:00:00,2052,2018-04-06 10:00:00,SELL,1335.88,1322.88625,1341.0775,1322.88625,0.1,129.23750000000092,1299.375000000009,2.453488372093045,TP,2018Q2,2018,76,2018-04-04 18:00:00,2018Q2
51,2053,2018-04-06 10:30:00,2053,2018-04-06 10:30:00,SELL,1321.72,1324.5239285714288,1324.5239285714288,1314.7101785714285,0.1,-28.739285714287416,-280.39285714287416,-1.0,SL,2018Q2,2018,0,2018-04-06 10:30:00,2018Q2
52,2064,2018-04-06 16:00:00,2156,2018-04-10 16:00:00,BUY,1328.52,1339.095,1324.29,1339.095,0.1,105.05000000000045,1057.5000000000045,2.4430232558139533,TP,2018Q2,2018,92,2018-04-06 16:00:00,2018Q2
53,2163,2018-04-10 19:30:00,2198,2018-04-11 14:00:00,BUY,1340.35,1348.9214285714286,1336.9214285714284,1348.9214285714286,0.1,85.01428571428669,857.1428571428669,2.4299714169047966,TP,2018Q2,2018,35,2018-04-10 19:30:00,2018Q2
54,2199,2018-04-11 14:30:00,2199,2018-04-11 14:30:00,BUY,1350.93,1348.337142857143,1348.337142857143,1357.412142857143,0.1,-26.628571428571558,-259.2857142857156,-1.0,SL,2018Q2,2018,0,2018-04-11 14:30:00,2018Q2
55,2201,2018-04-11 15:30:00,2206,2018-04-11 18:00:00,BUY,1351.76,1359.6323214285715,1348.6110714285714,1359.6323214285715,0.1,78.02321428571467,787.2321428571468,2.423887717741075,TP,2018Q2,2018,5,2018-04-11 15:30:00,2018Q2
56,2207,2018-04-11 18:30:00,2208,2018-04-11 19:00:00,BUY,1362.98,1357.9860714285714,1357.9860714285714,1375.4648214285714,0.1,-50.63928571428569,-499.3928571428569,-1.0,SL,2018Q2,2018,1,2018-04-11 18:30:00,2018Q2
57,2247,2018-04-12 15:30:00,2290,2018-04-13 14:00:00,SELL,1342.92,1333.6601785714286,1346.6239285714287,1333.6601785714286,0.1,91.89821428571513,925.9821428571513,2.435080912274061,TP,2018Q2,2018,43,2018-04-12 15:30:00,2018Q2
58,2291,2018-04-13 14:30:00,2294,2018-04-13 16:00:00,SELL,1337.41,1340.2900000000002,1340.2900000000002,1330.21,0.1,-29.50000000000109,-288.0000000000109,-1.0,SL,2018Q2,2018,3,2018-04-13 14:30:00,2018Q2
59,2296,2018-04-13 17:00:00,2310,2018-04-16 01:00:00,BUY,1343.86,1340.1260714285713,1340.1260714285713,1353.1948214285715,0.1,-38.03928571428578,-373.3928571428578,-1.0,SL,2018Q2,2018,14,2018-04-13 17:00:00,2018Q2
60,2376,2018-04-17 11:00:00,2393,2018-04-17 19:30:00,SELL,1342.87,1345.7639285714286,1345.7639285714286,1335.6351785714282,0.1,-29.639285714286597,-289.392857142866,-1.0,SL,2018Q2,2018,17,2018-04-17 11:00:00,2018Q2
61,2422,2018-04-18 11:00:00,2423,2018-04-18 11:30:00,BUY,1346.24,1344.0928571428572,1344.0928571428572,1351.6078571428573,0.1,-22.17142857142853,-214.71428571428532,-1.0,SL,2018Q2,2018,1,2018-04-18 11:00:00,2018Q2
62,2428,2018-04-18 14:00:00,2470,2018-04-19 12:00:00,BUY,1349.27,1346.2657142857142,1346.2657142857142,1356.7807142857146,0.1,-30.742857142857428,-300.4285714285743,-1.0,SL,2018Q2,2018,42,2018-04-18 14:00:00,2018Q2
63,2471,2018-04-19 12:30:00,2513,2018-04-20 10:30:00,SELL,1348.35,1340.9785714285715,1351.2985714285712,1340.9785714285715,0.1,73.01428571428396,737.1428571428396,2.4188357785139956,TP,2018Q2,2018,42,2018-04-19 12:30:00,2018Q2
64,2517,2018-04-20 12:30:00,2520,2018-04-20 14:00:00,SELL,1339.99,1342.2057142857143,1342.2057142857143,1334.4507142857144,0.1,-22.857142857142843,-221.57142857142844,-1.0,SL,2018Q2,2018,3,2018-04-20 12:30:00,2018Q2
65,2524,2018-04-20 16:00:00,2560,2018-04-23 11:00:00,SELL,1339.26,1331.3394642857143,1342.4282142857141,1331.3394642857143,0.1,78.50535714285733,792.0535714285734,2.4243410168744814,TP,2018Q2,2018,36,2018-04-20 16:00:00,2018Q2
66,2562,2018-04-23 12:00:00,2571,2018-04-23 16:30:00,SELL,1328.98,1323.7835714285716,1331.0585714285714,1323.7835714285716,0.1,51.26428571428441,519.6428571428442,2.385970744680798,TP,2018Q2,2018,9,2018-04-23 12:00:00,2018Q2
