window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1920.228571428624,0.8069622468700579,False,False
2018Q3->2019Q2,-1973.8660714286166,0.8007306533696009,False,False
2018Q4->2019Q3,-1151.841071428582,0.8966590929699833,False,False
2019Q1->2019Q4,-1896.023214285735,0.8353828059495624,False,False
2019Q2->2020Q1,-1349.9321428571438,0.9124175658413193,False,False
2019Q3->2020Q2,-2333.616071428565,0.8741412384118836,False,False
2019Q4->2020Q3,-6121.0892857143035,0.7284046772764794,False,False
2020Q1->2020Q4,-6294.896428571422,0.7474847991972565,False,False
2020Q2->2021Q1,-6682.885714285701,0.7285724833263253,False,False
2020Q3->2021Q2,-5629.019642857142,0.7640065060741025,False,False
2020Q4->2021Q3,-2593.1678571428533,0.8729636821141351,False,False
2021Q1->2021Q4,-1256.9285714285938,0.9339023086112732,False,False
2021Q2->2022Q1,219.13571428568605,1.0119588474382544,True,False
2021Q3->2022Q2,439.1392857142507,1.022761245073924,True,False
2021Q4->2022Q3,138.09285714282237,1.006655725841793,True,False
2022Q1->2022Q4,-262.87678571429666,0.9881271321375639,False,False
2022Q2->2023Q1,-2206.700000000016,0.9031365293406277,False,False
2022Q3->2023Q2,-1770.3714285714373,0.9176888640922432,False,False
2022Q4->2023Q3,-2320.4589285714105,0.8805020532808362,False,False
2023Q1->2023Q4,-1280.844642857142,0.9297709249496786,False,False
2023Q2->2024Q1,830.9607142857118,1.0518236123086233,True,False
2023Q3->2024Q2,912.5678571428591,1.0486501584487335,True,False
2023Q4->2024Q3,-1111.8285714285478,0.9523486189438555,False,False
2024Q1->2024Q4,-5630.307142857093,0.8009099248641417,False,False
2024Q2->2025Q1,-6658.771428571373,0.7963062219566223,False,False
2024Q3->2025Q2,-7953.971428571373,0.8097650780927623,False,False
2024Q4->2025Q3,-6956.400000000003,0.8440074442343141,False,False
2025Q1->2025Q4,-4789.850000000056,0.9115182127966526,False,False
2025Q2->2026Q1,-10915.08750000003,0.8583288125651253,False,False
2025Q3->2026Q2,-13637.385714285752,0.838470638953069,False,False
