window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1639.249999999986,0.80438594173387,False,False
2018Q3->2019Q2,-1394.1285714285596,0.8402246929790823,False,False
2018Q4->2019Q3,-1748.6428571428437,0.8372668866930582,False,False
2019Q1->2019Q4,-592.1785714285518,0.9450055588133085,False,False
2019Q2->2020Q1,-1065.4428571428462,0.9241734349288602,False,False
2019Q3->2020Q2,-1691.6249999999727,0.8985465525362256,False,False
2019Q4->2020Q3,-854.9857142857109,0.9527707500461648,False,False
2020Q1->2020Q4,-236.6964285714331,0.9882826181236734,False,False
2020Q2->2021Q1,1158.5857142857135,1.0605224116726963,True,False
2020Q3->2021Q2,1907.2357142857238,1.1067385097790907,True,False
2020Q4->2021Q3,1383.992857142896,1.0820332114288254,True,False
2021Q1->2021Q4,318.3535714286175,1.0193598326096331,True,False
2021Q2->2022Q1,-275.73214285710566,0.9836896071287881,False,False
2021Q3->2022Q2,-493.049999999982,0.9724220839071501,False,False
2021Q4->2022Q3,-457.703571428556,0.9742676106648163,False,False
2022Q1->2022Q4,-561.478571428551,0.9690986533952103,False,False
2022Q2->2023Q1,373.70000000002165,1.0211574951026954,True,False
2022Q3->2023Q2,-454.2357142856895,0.9744716433440543,False,False
2022Q4->2023Q3,-238.77857142855322,0.9856088379789965,False,False
2023Q1->2023Q4,-374.3714285714102,0.9767536961587638,False,False
2023Q2->2024Q1,-630.4857142856808,0.9601304293427202,False,False
2023Q3->2024Q2,-500.6607142856642,0.9716232566019963,False,False
2023Q4->2024Q3,-2436.5928571428108,0.883790656049669,False,False
2024Q1->2024Q4,-3223.7428571427945,0.8635817778160667,False,False
2024Q2->2025Q1,-5793.778571428531,0.7757982427699537,False,False
2024Q3->2025Q2,-4984.817857142859,0.8169470376874942,False,False
2024Q4->2025Q3,-5029.067857142862,0.8193723990044398,False,False
2025Q1->2025Q4,-641.5107142857437,0.9800534025082177,False,False
2025Q2->2026Q1,-3668.742857142872,0.9279758528453884,False,False
2025Q3->2026Q2,-3606.2464285714545,0.9373387584566382,False,False
