window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-169.7035714285675,0.9789633202864045,False,False
2018Q3->2019Q2,-417.21785714286307,0.9486525249142124,False,False
2018Q4->2019Q3,-545.0500000000025,0.9411125542227995,False,False
2019Q1->2019Q4,-1415.6714285714352,0.853535611063938,False,False
2019Q2->2020Q1,-1048.749999999989,0.9208766964424298,False,False
2019Q3->2020Q2,-1750.5535714285447,0.8948234074808425,False,False
2019Q4->2020Q3,-3381.8821428571327,0.8298785720843176,False,False
2020Q1->2020Q4,-3338.6749999999824,0.8489158659763049,False,False
2020Q2->2021Q1,-3928.4428571428366,0.8173995988635915,False,False
2020Q3->2021Q2,-4008.7499999999886,0.8056375079350189,False,False
2020Q4->2021Q3,-2457.8499999999963,0.8642011265695752,False,False
2021Q1->2021Q4,-730.7892857142863,0.9565204272460176,False,False
2021Q2->2022Q1,-16.232142857154344,0.9990506684067249,False,False
2021Q3->2022Q2,-838.5428571428832,0.9541429398423921,False,False
2021Q4->2022Q3,-1003.5607142857309,0.947524247884653,False,False
2022Q1->2022Q4,-2674.5607142857266,0.8693926177791593,False,False
2022Q2->2023Q1,-4201.867857142874,0.7961172754175607,False,False
2022Q3->2023Q2,-3124.657142857136,0.8366263733760283,False,False
2022Q4->2023Q3,-3169.474999999972,0.821210422201464,False,False
2023Q1->2023Q4,-2079.514285714281,0.874998014185372,False,False
2023Q2->2024Q1,-357.1785714285657,0.975949294639298,False,False
2023Q3->2024Q2,-393.5500000000215,0.9769759165839252,False,False
2023Q4->2024Q3,-1943.2142857142776,0.9054018482889753,False,False
2024Q1->2024Q4,-3821.128571428547,0.8404135611988965,False,False
2024Q2->2025Q1,-4405.267857142819,0.8422824563007436,False,False
2024Q3->2025Q2,-4980.678571428498,0.8574013776111417,False,False
2024Q4->2025Q3,-6722.5785714285485,0.8248314174483852,False,False
2025Q1->2025Q4,-8153.900000000042,0.8264316003091404,False,False
2025Q2->2026Q1,-13085.049999999987,0.8021450210215385,False,False
2025Q3->2026Q2,-16739.08214285717,0.7789888714568645,False,False
