window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1063.6678571428772,0.8704785769764991,False,False
2018Q3->2019Q2,-989.901785714302,0.8795078721074328,False,False
2018Q4->2019Q3,-805.6428571428551,0.9130579564804162,False,False
2019Q1->2019Q4,-1667.2982142857286,0.8278562578818103,False,False
2019Q2->2020Q1,-1682.8928571428514,0.8732765151566091,False,False
2019Q3->2020Q2,-3032.8482142857047,0.8170477644192193,False,False
2019Q4->2020Q3,-4666.39107142858,0.7624070832571108,False,False
2020Q1->2020Q4,-4249.358928571413,0.8049254891493522,False,False
2020Q2->2021Q1,-3655.8553571428392,0.8257338270343895,False,False
2020Q3->2021Q2,-2702.1964285714134,0.865521315852992,False,False
2020Q4->2021Q3,-1517.5678571428416,0.9135909870217401,False,False
2021Q1->2021Q4,-459.48750000000337,0.9716415318045148,False,False
2021Q2->2022Q1,374.830357142843,1.023189033737417,True,False
2021Q3->2022Q2,-324.88571428574437,0.9812357297547376,False,False
2021Q4->2022Q3,-613.5464285714497,0.9661385470794877,False,False
2022Q1->2022Q4,-1340.485714285725,0.9313509129836933,False,False
2022Q2->2023Q1,-3151.7607142857296,0.8428429114734661,False,False
2022Q3->2023Q2,-1854.6196428571413,0.8997316295928434,False,False
2022Q4->2023Q3,-1796.9607142856944,0.8958953750060276,False,False
2023Q1->2023Q4,-609.2071428571401,0.9617626422597478,False,False
2023Q2->2024Q1,849.5410714285758,1.060753122494656,True,False
2023Q3->2024Q2,810.830357142847,1.0499578609653903,True,False
2023Q4->2024Q3,-1490.107142857133,0.9243897612396001,False,False
2024Q1->2024Q4,-5076.162499999951,0.7863773155506515,False,False
2024Q2->2025Q1,-5496.874999999938,0.8001646852031454,False,False
2024Q3->2025Q2,-6677.166071428497,0.8097161568496873,False,False
2024Q4->2025Q3,-6426.646428571408,0.8319738121845767,False,False
2025Q1->2025Q4,-7054.346428571491,0.8484999886866839,False,False
2025Q2->2026Q1,-9702.287499999995,0.8503344066571601,False,False
2025Q3->2026Q2,-12537.81785714289,0.8276450100579998,False,False
