window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-2073.8357142857108,0.799620964029542,False,False
2018Q3->2019Q2,-3467.114285714314,0.7021392274333605,False,False
2018Q4->2019Q3,-2753.8357142857476,0.8029130288312333,False,False
2019Q1->2019Q4,-2228.150000000038,0.8403706353324528,False,False
2019Q2->2020Q1,-1858.378571428595,0.8958278779434068,False,False
2019Q3->2020Q2,-1574.8499999999829,0.9203851774496355,False,False
2019Q4->2020Q3,-4355.05714285714,0.8122547943374797,False,False
2020Q1->2020Q4,-4384.910714285711,0.8303724821481986,False,False
2020Q2->2021Q1,-5049.078571428569,0.8027927081920966,False,False
2020Q3->2021Q2,-4011.3035714286,0.8359548704095097,False,False
2020Q4->2021Q3,-958.675000000024,0.9528021238859616,False,False
2021Q1->2021Q4,-490.0964285714475,0.9740002929128161,False,False
2021Q2->2022Q1,920.0107142856825,1.0506510730293044,True,False
2021Q3->2022Q2,402.3999999999712,1.0217901361109913,True,False
2021Q4->2022Q3,-340.91428571431663,0.9826469381997128,False,False
2022Q1->2022Q4,-1386.1535714286167,0.9338183298891666,False,False
2022Q2->2023Q1,-3104.885714285736,0.8515427046451722,False,False
2022Q3->2023Q2,-1846.6714285714243,0.9112246705958463,False,False
2022Q4->2023Q3,-1782.7571428571248,0.9054492473398541,False,False
2023Q1->2023Q4,-1814.2357142856968,0.9033475398607262,False,False
2023Q2->2024Q1,-612.3964285714212,0.9658041950092807,False,False
2023Q3->2024Q2,-524.4928571428967,0.9751854275004476,False,False
2023Q4->2024Q3,-2150.6821428571825,0.9176970970094006,False,False
2024Q1->2024Q4,-2678.9428571429044,0.907984602438191,False,False
2024Q2->2025Q1,-3558.3428571429235,0.8902949014902949,False,False
2024Q3->2025Q2,-6433.139285714318,0.8472614385031659,False,False
2024Q4->2025Q3,-6325.853571428635,0.8559739607435213,False,False
2025Q1->2025Q4,-5266.978571428643,0.906050036350366,False,False
2025Q2->2026Q1,-15146.057142857171,0.8292084064548157,False,False
2025Q3->2026Q2,-12512.464285714283,0.8681012542520384,False,False
