quarter,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,126,-689.1214285714259,1640.8428571428547,2329.9642857142794,0.7042351967381483,-5.469217687074809
2018Q3,115,-454.3428571428563,1479.1500000000035,1933.4928571428595,0.7650144630923319,-3.9508074534161417
2018Q4,128,-188.14999999998665,1992.8071428571425,2180.957142857128,0.9137305377062556,-1.4699218749998957
2019Q1,112,-560.6928571428475,1283.5071428571416,1844.199999999989,0.6959696035447074,-5.00618622448971
2019Q2,131,23.296428571434788,2140.592857142865,2117.2964285714297,1.011002913081544,0.17783533260637244
2019Q3,126,-918.7714285714203,2893.521428571433,3812.2928571428515,0.7589976785623972,-7.2918367346938116
2019Q4,126,-1068.9428571428589,1796.621428571419,2865.564285714277,0.6269695073770049,-8.48367346938777
2020Q1,120,19.90000000001254,5192.500000000009,5172.599999999998,1.0038471948343215,0.16583333333343783
2020Q2,115,-1559.3607142857084,4089.314285714286,5648.674999999996,0.7239422140084691,-13.559658385093115
2020Q3,118,1225.4214285714352,5807.371428571437,4581.950000000003,1.2674453952075937,10.384927360774874
2020Q4,122,-1716.6178571428654,3428.985714285711,5145.603571428575,0.6663913507300603,-14.070638173302175
2021Q1,113,-190.04285714283338,4369.535714285718,4559.578571428552,0.9583200828397411,-1.6817951959542778
2021Q2,121,-647.146428571427,3226.4642857142885,3873.6107142857136,0.8329345728560755,-5.348317591499397
2021Q3,126,-706.8571428571232,3121.328571428574,3828.1857142856957,0.815354531986436,-5.609977324262883
2021Q4,111,-662.4785714285717,2856.921428571425,3519.3999999999946,0.8117637746693839,-5.968275418275421
2022Q1,106,851.7500000000138,4658.64285714287,3806.8928571428546,1.2237388946741383,8.035377358490695
2022Q2,126,-604.8857142857023,4015.821428571431,4620.707142857133,0.8690923930938239,-4.800680272108749
2022Q3,123,525.1285714285602,4312.592857142858,3787.4642857142953,1.138649115031728,4.269337979093986
2022Q4,117,-22.949999999995455,3886.74285714286,3909.6928571428543,0.9941299736734905,-0.19615384615380732
2023Q1,127,-463.2892857142776,4330.199999999999,4793.489285714277,0.9033503032759479,-3.647947131608485
2023Q2,132,-1212.396428571435,3465.2285714285836,4677.625000000018,0.7408094003748847,-9.184821428571478
2023Q3,118,36.596428571424354,2890.071428571431,2853.475000000004,1.0128252143689456,0.31013922518156234
2023Q4,117,229.32142857142344,3698.942857142856,3469.621428571432,1.0660940777812304,1.9600122100121662
2024Q1,119,541.578571428558,4216.485714285709,3674.907142857149,1.147372042442274,4.551080432172756
2024Q2,136,-2342.350000000006,4895.171428571422,7237.521428571429,0.6763601982920348,-17.223161764705925
2024Q3,133,-1169.2607142857426,5408.835714285709,6578.096428571452,0.8222493806556028,-8.791433941998065
2024Q4,121,25.560714285700712,5935.728571428557,5910.1678571428565,1.0043248711210138,0.2112455726090968
2025Q1,116,371.3178571428389,6402.1714285714115,6030.853571428571,1.0615697019907722,3.2010160098520593
2025Q2,110,1552.417857142843,11226.799999999968,9674.382142857128,1.1604668736689334,14.112889610389482
2025Q3,138,1370.625000000013,8933.150000000007,7562.524999999996,1.1812390702840667,9.932065217391399
2025Q4,107,21.067857142927437,13878.15000000004,13857.082142857123,1.0015203674861504,0.19689586114885455
2026Q1,113,-1081.0571428571259,22688.799999999974,23769.857142857098,0.954519830036842,-9.566877370417043
2026Q2,117,357.6321428570916,17224.21428571428,16866.582142857187,1.0212035929880758,3.0566849816845436
