window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-828.755357142845,0.8679961772895745,False,False
2018Q3->2019Q2,-864.1178571428495,0.8684781432899142,False,False
2018Q4->2019Q3,-553.6428571428442,0.92983488431039,False,False
2019Q1->2019Q4,182.66785714286752,1.0217450455376054,True,False
2019Q2->2020Q1,891.0375000000072,1.0821798347710696,True,False
2019Q3->2020Q2,1034.7732142857283,1.0836925516657705,True,False
2019Q4->2020Q3,927.1607142857038,1.064374984501698,True,False
2020Q1->2020Q4,2679.3678571428454,1.1769743225254599,True,False
2020Q2->2021Q1,3164.9303571428445,1.2205406176218856,True,True
2020Q3->2021Q2,2360.1410714285653,1.1637557241693757,True,False
2020Q4->2021Q3,2154.0267857143144,1.1631575373668124,True,False
2021Q1->2021Q4,182.83035714289605,1.0140113042904717,True,False
2021Q2->2022Q1,-1060.446428571394,0.9208514694557473,False,False
2021Q3->2022Q2,-867.2357142856879,0.9377189094692024,False,False
2021Q4->2022Q3,-635.3946428571212,0.9534907826210638,False,False
2022Q1->2022Q4,-120.0142857142855,0.991511727829681,False,False
2022Q2->2023Q1,284.526785714295,1.020349910929628,True,False
2022Q3->2023Q2,-539.9982142857181,0.9620856235832211,False,False
2022Q4->2023Q3,147.3267857142664,1.0112694944920801,True,False
2023Q1->2023Q4,660.710714285698,1.0511719122770369,True,False
2023Q2->2024Q1,1402.2017857142582,1.1090897446334724,True,False
2023Q3->2024Q2,1776.4910714285622,1.1253867783865397,True,False
2023Q4->2024Q3,-184.8946428571544,0.9892325662122146,False,False
2024Q1->2024Q4,-443.64285714283244,0.9756858681497611,False,False
2024Q2->2025Q1,-2726.4910714285425,0.8562296032544039,False,False
2024Q3->2025Q2,-1211.226785714278,0.9343659198643135,False,False
2024Q4->2025Q3,-1881.007142857128,0.8982441836651902,False,False
2025Q1->2025Q4,-1314.0607142857575,0.9418237825253606,False,False
2025Q2->2026Q1,-1088.1107142858018,0.9683329598477316,False,False
2025Q3->2026Q2,1600.653571428473,1.041193748570179,True,False
