window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1892.3071428571163,0.7716980091450779,False,False
2018Q3->2019Q2,-1179.8892857142557,0.8539008033114244,False,False
2018Q4->2019Q3,-1644.3178571428198,0.8348207190468043,False,False
2019Q1->2019Q4,-2525.1107142856918,0.7626631451494621,False,False
2019Q2->2020Q1,-1944.5178571428316,0.8607852116520442,False,False
2019Q3->2020Q2,-3527.1749999999747,0.7984371469850456,False,False
2019Q4->2020Q3,-1382.9821428571195,0.9242980954442024,False,False
2020Q1->2020Q4,-2030.657142857126,0.901178934078968,False,False
2020Q2->2021Q1,-2240.5999999999717,0.8876092658830335,False,False
2020Q3->2021Q2,-1328.3857142856905,0.9268539990497571,False,False
2020Q4->2021Q3,-3260.6642857142488,0.8126806284999836,False,False
2021Q1->2021Q4,-2206.5249999999555,0.8601763855070518,False,False
2021Q2->2022Q1,-1164.732142857108,0.9224963253336337,False,False
2021Q3->2022Q2,-1122.4714285713835,0.9288457550420538,False,False
2021Q4->2022Q3,109.51428571429994,1.0069601534393349,True,False
2022Q1->2022Q4,749.0428571428762,1.0464529698343201,True,False
2022Q2->2023Q1,-565.9964285714151,0.9669227553385092,False,False
2022Q3->2023Q2,-1173.5071428571478,0.9316467503592589,False,False
2022Q4->2023Q3,-1662.0392857142838,0.897621633584485,False,False
2023Q1->2023Q4,-1409.7678571428648,0.9107414809992539,False,False
2023Q2->2024Q1,-404.9000000000292,0.9724100403584548,False,False
2023Q3->2024Q2,-1534.8535714286,0.9109482553372412,False,False
2023Q4->2024Q3,-2740.7107142857667,0.8692418145252166,False,False
2024Q1->2024Q4,-2944.47142857149,0.8741716133557682,False,False
2024Q2->2025Q1,-3114.7321428572086,0.8790707083984839,False,False
2024Q3->2025Q2,780.0357142856401,1.0276672181277826,True,False
2024Q4->2025Q3,3319.9214285713956,1.1137819437882341,True,False
2025Q1->2025Q4,3315.4285714286225,1.089304851314427,True,False
2025Q2->2026Q1,1863.0535714286577,1.0339577644060047,True,False
2025Q3->2026Q2,668.267857142906,1.010768779121501,True,False
