window,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-315.4321428571333,0.9497838032993818,False,False
2018Q3->2019Q2,-287.6678571428515,0.95645474936626,False,False
2018Q4->2019Q3,-337.56785714284234,0.9578120599332199,False,False
2019Q1->2019Q4,101.12142857144143,1.0119264146031834,True,False
2019Q2->2020Q1,-35.457142857143,0.9967750716416152,False,False
2019Q3->2020Q2,-219.62499999998806,0.9827648687515133,False,False
2019Q4->2020Q3,660.7214285714124,1.046899423878494,True,False
2020Q1->2020Q4,973.6999999999848,1.061742363165646,True,False
2020Q2->2021Q1,1875.7642857142785,1.1255313188945886,True,False
2020Q3->2021Q2,2199.1642857142874,1.1520628396475743,True,False
2020Q4->2021Q3,1206.9964285714568,1.0852222136205174,True,False
2021Q1->2021Q4,452.3500000000374,1.0332752203145494,True,False
2021Q2->2022Q1,-474.67857142853313,0.9665269922244736,False,False
2021Q3->2022Q2,-616.4821428571113,0.9591099148892145,False,False
2021Q4->2022Q3,-355.3964285714035,0.9758602445681265,False,False
2022Q1->2022Q4,103.67857142858705,1.006995696550157,True,False
2022Q2->2023Q1,689.417857142868,1.0469158954369804,True,False
2022Q3->2023Q2,-275.8642857142836,0.9813474050043882,False,False
2022Q4->2023Q3,-258.76428571428767,0.9812960055429952,False,False
2023Q1->2023Q4,-261.16428571427895,0.9810406363932881,False,False
2023Q2->2024Q1,-571.1607142856922,0.9587024206307928,False,False
2023Q3->2024Q2,-1080.7249999999622,0.9304337410942422,False,False
2023Q4->2024Q3,-2802.5142857142464,0.847808960587243,False,False
2024Q1->2024Q4,-3366.3678571428004,0.8299705338274755,False,False
2024Q2->2025Q1,-5358.399999999981,0.7383154749384238,False,False
2024Q3->2025Q2,-2453.750000000016,0.873300095008792,False,False
2024Q4->2025Q3,-2049.771428571452,0.8911138211320405,False,False
2025Q1->2025Q4,-564.8964285714824,0.9746852399893513,False,False
2025Q2->2026Q1,2033.7928571427915,1.0605348641366665,True,False
2025Q3->2026Q2,2332.017857142775,1.060308242435872,True,False
