covariate,smd_before,smd_after
atr_percentile,0.09242997735865584,0.002143980537286598
path_efficiency,0.027828217188377493,0.010157415733518364
stretch_abs,0.05456458626034881,0.011653564940796064
sweep_depth_atr,-1.076644580627261,-0.09318659763790896
