horizon_min,failed_auction_n,accepted_breakout_n,failed_auction_mean_bps,accepted_breakout_mean_bps,att_mean_diff_bps,failed_auction_snapback_state_pct,accepted_breakout_snapback_state_pct,snapback_state_diff_pp
1,203389,240550,-0.005758965413589028,0.07197419203870471,-0.07773315745229374,71.06431517928698,40.04021886400278,31.024096315284204
3,202978,240106,-0.002055879158428759,0.13074020675397333,-0.1327960859124021,64.72031451684418,45.265172880997135,19.455141635847056
5,202585,239642,0.0003274152388570066,0.16403421781752767,-0.16370680257867065,62.194140731051164,47.06616868837094,15.127972042680227
10,201711,238509,0.009913354326467283,0.17093479704034018,-0.1610214427138729,59.44891453614329,48.446122591341364,11.002791944801931
15,200949,237471,0.008152529509613664,0.14625960993215814,-0.1381070804225445,58.31429865289203,49.09388295009711,9.220415702794915
30,198762,234459,0.02260073243384106,0.11862876789805765,-0.0960280354642166,56.30351878125598,49.59928183227997,6.704236948976011
