quarter,year,trades,wins,losses,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,46,8,38,-485.99821428570715,603.1053571428623,1089.10357142857,0.553763088254107,-10.565178571428417
2018Q3,2018,30,5,25,-303.6535714285705,350.82142857142935,654.4749999999999,0.5360348807386522,-10.121785714285684
2018Q4,2018,47,10,37,-326.3017857142839,679.9196428571398,1006.2214285714242,0.6757157257348921,-6.942591185410295
2019Q1,2019,43,12,31,-64.139285714282,715.0821428571397,779.2214285714222,0.9176879852600158,-1.4916112956809766
2019Q2,2019,54,15,39,185.79107142857055,1317.080357142858,1131.289285714288,1.1642294979495564,3.4405753968253805
2019Q3,2019,41,15,26,283.3696428571387,1597.7410714285695,1314.3714285714314,1.21559327652544,6.911454703832651
2019Q4,2019,50,19,31,214.93392857142902,1259.098214285713,1044.1642857142842,1.2058430186820634,4.298678571428581
2020Q1,2020,40,12,28,-160.482142857143,1965.5999999999985,2126.082142857142,0.9245174306193649,-4.012053571428575
2020Q2,2020,40,10,30,-226.3642857142784,1764.9821428571481,1991.3464285714272,0.886326014164863,-5.65910714285696
2020Q3,2020,49,16,33,431.953571428556,2886.8964285714233,2454.942857142867,1.175952597092739,8.81537900874604
2020Q4,2020,35,16,19,1062.4696428571456,2300.9160714285726,1238.446428571427,1.8579052095799782,30.35627551020416
2021Q1,2021,34,9,25,-239.91250000000377,1422.958928571428,1662.871428571432,0.8557239628525507,-7.056250000000111
2021Q2,2021,44,12,32,-166.5500000000004,1588.1892857142852,1754.7392857142859,0.9050856150791629,-3.785227272727282
2021Q3,2021,53,12,41,-696.4714285714192,1420.8500000000063,2117.3214285714253,0.6710601332546215,-13.140970350404135
2021Q4,2021,39,14,25,383.5767857142925,1699.594642857146,1316.017857142854,1.29146776666622,9.835302197802372
2022Q1,2022,50,18,32,587.7607142857187,2567.6142857142854,1979.8535714285663,1.2968708003297533,11.755214285714374
2022Q2,2022,39,6,33,-1057.64464285714,996.541071428572,2054.1857142857116,0.4851270576453661,-27.119093406593336
2022Q3,2022,44,11,33,-59.26785714285485,1740.7107142857146,1799.9785714285697,0.9670730207105651,-1.346996753246701
2022Q4,2022,44,19,25,1362.1160714285559,2865.9232142857104,1503.807142857154,1.9057784290348614,30.957183441558087
2023Q1,2023,47,16,31,792.0571428571491,2695.335714285715,1903.2785714285658,1.4161540799897965,16.85227963525849
2023Q2,2023,50,11,39,-824.5946428571438,1528.2732142857092,2352.8678571428522,0.649536356088238,-16.491892857142876
2023Q3,2023,46,12,34,-95.37500000000571,1217.314285714282,1312.689285714288,0.9273438116407658,-2.0733695652175155
2023Q4,2023,56,21,35,925.3482142857054,2876.791071428569,1951.4428571428627,1.474186682381529,16.52407525510188
2024Q1,2024,59,22,37,1323.16428571428,3355.260714285708,2032.0964285714274,1.6511326269317206,22.426513317191183
2024Q2,2024,53,14,39,-539.3267857142698,2686.766071428584,3226.0928571428517,0.8328235393100508,-10.175977088948487
2024Q3,2024,49,16,33,629.5303571428561,3138.451785714291,2508.9214285714347,1.25091672858855,12.84755830903788
2024Q4,2024,40,11,29,-218.15714285713318,2096.05,2314.2071428571326,0.9057313674229722,-5.45392857142833
2025Q1,2025,40,12,28,324.2428571428556,2630.196428571441,2305.953571428585,1.1406111819250468,8.10607142857139
2025Q2,2025,25,7,18,64.11607142857082,2762.5732142857014,2698.45714285713,1.0237602704190756,2.564642857142833
2025Q3,2025,37,12,25,678.580357142843,3114.1446428571385,2435.564285714295,1.2786131990533076,18.34000965250927
2025Q4,2025,28,10,18,870.9499999999939,4424.214285714286,3553.264285714292,1.2451126429017965,31.105357142856924
2026Q1,2026,32,13,19,2939.676785714243,9296.926785714266,6357.250000000023,1.4624132739335771,91.8648995535701
2026Q2,2026,25,6,19,-565.9267857142822,3926.5232142857267,4492.450000000008,0.874027137594346,-22.63707142857129
