year,trades,net_pnl_usd,pf,expectancy_usd,is_complete_calendar_year
2018,257,-1647.8214285714125,0.6730661307877227,-6.411756531406274,False
2019,394,-764.2928571428237,0.9109412259200264,-1.9398295866569129,True
2020,380,1252.9321428571388,1.081289798161727,3.2971898496240497,True
2021,312,-1463.7857142857029,0.8641680967029304,-4.691620879120842,True
2022,295,197.2178571428543,1.0175318286458281,0.6685351089588282,True
2023,341,-1373.2392857142972,0.88971759326581,-4.027094679514068,True
2024,418,584.0428571428496,1.032404506654206,1.3972317156527503,True
2025,442,10106.707142857158,1.336188165143697,22.86585326438271,True
2026,165,7206.053571428539,1.2648965454133207,43.67305194805175,False
