quarter,year,trades,wins,losses,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,53,12,41,-552.082142857134,567.964285714285,1120.046428571419,0.5070899484396411,-10.416644204851586
2018Q3,2018,45,10,35,-311.3035714285765,405.86428571428587,717.1678571428625,0.5659264866264582,-6.9178571428572555
2018Q4,2018,89,30,59,-176.22499999999258,1374.75,1550.9749999999929,0.8863779235642137,-1.9800561797751974
2019Q1,2019,67,18,49,-359.85357142856805,778.4357142857127,1138.2892857142808,0.6838645712080488,-5.37094882729206
2019Q2,2019,76,25,51,104.38571428571935,1352.4500000000032,1248.064285714284,1.0836380909866175,1.3734962406015703
2019Q3,2019,81,25,56,-533.9999999999978,1935.7785714285726,2469.7785714285706,0.7837862850631498,-6.592592592592566
2019Q4,2019,75,20,55,-767.2285714285772,980.6499999999899,1747.8785714285675,0.5610515604630875,-10.229714285714362
2020Q1,2020,70,23,47,-740.9535714285693,2010.9428571428575,2751.8964285714255,0.7307480166274954,-10.585051020408132
2020Q2,2020,70,19,51,-1073.6821428571411,2428.207142857143,3501.8892857142823,0.6933991753431064,-15.338316326530588
2020Q3,2020,77,30,47,816.0678571428648,3726.000000000008,2909.932142857141,1.2804422292616089,10.598283858998244
2020Q4,2020,65,20,45,-276.02857142856965,2317.171428571427,2593.1999999999953,0.8935567748617272,-4.246593406593379
2021Q1,2021,43,10,33,-1001.6035714285615,983.8928571428578,1985.4964285714193,0.49553997830697516,-23.293106312292128
2021Q2,2021,74,20,54,-425.7500000000044,1945.2785714285765,2371.0285714285797,0.820436579664039,-5.753378378378438
2021Q3,2021,64,18,46,-407.59642857142086,1430.785714285712,1838.3821428571332,0.7782852546979419,-6.368694196428451
2021Q4,2021,57,17,40,-188.10357142857805,1673.164285714284,1861.2678571428619,0.898937935930766,-3.30006265664172
2022Q1,2022,72,29,43,843.8571428571545,3211.771428571438,2367.914285714282,1.3563714902807835,11.720238095238257
2022Q2,2022,55,14,41,-385.47142857142796,1549.10714285714,1934.5785714285682,0.8007465634818951,-7.008571428571417
2022Q3,2022,53,18,35,-258.52142857142945,1527.814285714287,1786.335714285717,0.8552783631296303,-4.877762803234518
2022Q4,2022,75,29,46,337.0500000000037,2666.264285714288,2329.214285714282,1.144705449415808,4.4940000000000495
2023Q1,2023,75,25,50,70.23214285716004,2847.628571428577,2777.3964285714164,1.0252870429783354,0.9364285714288005
2023Q2,2023,65,17,48,-883.6357142857131,1515.0785714285764,2398.7142857142894,0.6316211065451741,-13.594395604395586
2023Q3,2023,54,17,37,-49.660714285719585,1331.9714285714263,1381.6321428571462,0.9640564859883587,-0.9196428571429552
2023Q4,2023,75,31,44,556.3607142857106,2728.099999999999,2171.739285714287,1.2561820923650717,7.418142857142809
2024Q1,2024,62,24,38,868.0535714285556,2624.314285714277,1756.2607142857219,1.4942623634222758,14.000864055299285
2024Q2,2024,73,24,49,-343.4928571428674,3478.628571428566,3822.1214285714323,0.9101303128217851,-4.705381604696814
2024Q3,2024,96,34,62,167.51785714282755,4631.000000000001,4463.482142857171,1.03753075553599,1.7449776785711204
2024Q4,2024,62,23,39,384.98928571426575,3082.2357142856963,2697.246428571428,1.142734190556765,6.209504608294609
2025Q1,2025,90,33,57,957.5678571428509,5335.071428571414,4377.503571428563,1.2187474759341785,10.639642857142787
2025Q2,2025,52,18,34,904.4857142856913,5447.828571428551,4543.342857142859,1.199079343717962,17.3939560439556
2025Q3,2025,87,35,52,2208.342857142867,6797.649999999998,4589.307142857129,1.4811930839233474,25.383251231527208
2025Q4,2025,67,28,39,1285.9678571429147,9055.785714285747,7769.8178571428325,1.1655081085280161,19.193550106610665
2026Q1,2026,73,27,46,483.0285714285726,14070.578571428543,13587.549999999976,1.035549350061532,6.616829745596885
2026Q2,2026,39,10,29,-2153.678571428577,4547.192857142871,6700.871428571446,0.6785972400178231,-55.22252747252762
