window,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1098.3142857142752,3300.792857142854,4399.10714285713,0.7503324538258589,False,False
2018Q3->2019Q2,-352.8000000000063,4132.849999999993,4485.650000000001,0.9213491913100649,False,False
2018Q4->2019Q3,-360.9250000000098,5338.164285714283,5699.089285714294,0.9366697059993903,False,False
2019Q1->2019Q4,-267.32142857143737,5517.22857142857,5784.550000000009,0.9537869966425324,False,False
2019Q2->2020Q1,-1079.2464285714407,6591.750000000002,7670.996428571442,0.8593081826303983,False,False
2019Q3->2020Q2,-1741.5535714285686,7358.521428571434,9100.075,0.8086220639468832,False,False
2019Q4->2020Q3,-1129.525000000012,8939.992857142848,10069.517857142859,0.8878273005694333,False,False
2020Q1->2020Q4,-494.76071428572527,10521.807142857135,11016.567857142856,0.9550893961983875,False,False
2020Q2->2021Q1,-198.82500000001494,9946.157142857137,10144.98214285715,0.9804016412054504,False,False
2020Q3->2021Q2,310.0499999999895,9617.50714285714,9307.457142857149,1.0333119986738732,True,False
2020Q4->2021Q3,-620.0892857142736,8016.178571428578,8636.267857142851,0.9281993916849843,False,False
2021Q1->2021Q4,-619.8071428571232,7569.007142857159,8188.814285714283,0.9243105141682841,False,False
2021Q2->2022Q1,632.3500000000219,9161.307142857153,8528.957142857133,1.0741415379873966,True,False
2021Q3->2022Q2,-333.81785714283956,8673.707142857154,9007.524999999992,0.9629401131672864,False,False
2021Q4->2022Q3,-103.86071428570273,8736.664285714294,8840.524999999996,0.9882517481387472,False,False
2022Q1->2022Q4,-39.61428571428917,9271.514285714286,9311.128571428573,0.9957454904192984,False,False
2022Q2->2023Q1,519.6428571428604,9708.450000000008,9188.807142857146,1.0565517209213389,True,False
2022Q3->2023Q2,592.3250000000058,10002.48571428572,9410.160714285712,1.0629452586395034,True,False
2022Q4->2023Q3,655.0892857142883,9525.200000000003,8870.11071428571,1.073853563592982,True,False
2023Q1->2023Q4,140.4928571428718,9211.450000000006,9070.957142857133,1.015488206473724,True,False
2023Q2->2024Q1,184.21428571430772,9030.64285714287,8846.42857142856,1.0208235769075522,True,False
2023Q3->2024Q2,52.25714285717231,10219.542857142878,10167.285714285703,1.0051397338803758,True,False
2023Q4->2024Q3,397.1892857143315,12229.23571428575,11832.046428571415,1.0335689424574284,True,False
2024Q1->2024Q4,-973.9464285713769,11867.421428571462,12841.367857142834,0.9241555541896865,False,False
2024Q2->2025Q1,-1868.81785714283,12467.964285714308,14336.78214285713,0.8696487232266479,False,False
2024Q3->2025Q2,11.414285714300377,14063.635714285712,14052.221428571407,1.0008122762491556,True,False
2024Q4->2025Q3,674.3107142857182,14560.028571428564,13885.717857142841,1.0485614587033292,True,False
2025Q1->2025Q4,3228.3285714285744,18948.192857142865,15719.864285714284,1.2053661859130924,True,True
2025Q2->2026Q1,3996.203571428583,26236.200000000004,22239.996428571423,1.179685441239312,True,False
2025Q3->2026Q2,3211.792857142867,27526.535714285747,24314.74285714288,1.1320924048431524,True,False
