window,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1180.0928571428435,2348.928571428571,3529.021428571416,0.6656033744684405,False,False
2018Q3->2019Q2,-508.3035714285658,3062.9035714285674,3571.2071428571344,0.8576661753028697,False,False
2018Q4->2019Q3,78.71964285714336,4309.823214285707,4231.103571428566,1.0186049907614438,True,False
2019Q1->2019Q4,619.9553571428562,4889.00178571428,4269.046428571426,1.1452210388234905,True,False
2019Q2->2020Q1,523.6124999999953,6139.519642857139,5615.907142857146,1.0932373856405326,True,False
2019Q3->2020Q2,111.4571428571463,6587.42142857143,6475.964285714284,1.0172108952334735,True,False
2019Q4->2020Q3,260.04107142856367,7876.576785714282,7616.535714285721,1.0341416466991447,True,False
2020Q1->2020Q4,1107.5767857142803,8918.394642857143,7810.817857142863,1.1418003602147013,True,False
2020Q2->2021Q1,1028.1464285714194,8375.753571428571,7347.607142857154,1.1399294230872035,True,False
2020Q3->2021Q2,1087.9607142856973,8198.96071428571,7111.000000000012,1.1529968660224577,True,False
2020Q4->2021Q3,-40.46428571427782,6732.914285714292,6773.37857142857,0.9940259819693287,False,False
2021Q1->2021Q4,-719.3571428571308,6131.592857142865,6850.949999999998,0.8949989209004396,False,False
2021Q2->2022Q1,108.31607142859156,7276.2482142857225,7167.932142857131,1.015111202124943,True,False
2021Q3->2022Q2,-782.778571428548,6684.6000000000095,7467.378571428557,0.8951735787946269,False,False
2021Q4->2022Q3,-145.57499999998367,7004.4607142857185,7150.035714285702,0.9796399618383548,False,False
2022Q1->2022Q4,832.9642857142796,8170.789285714283,7337.825000000002,1.113516510098603,True,False
2022Q2->2023Q1,1037.26071428571,8298.510714285712,7261.250000000001,1.1428487814475072,True,False
2022Q3->2023Q2,1270.3107142857066,8830.242857142848,7559.932142857142,1.1680320259866268,True,False
2022Q4->2023Q3,1234.2035714285555,8306.846428571418,7072.6428571428605,1.1745038730722988,True,False
2023Q1->2023Q4,797.435714285705,8317.714285714275,7520.278571428568,1.1060380552012217,True,False
2023Q2->2024Q1,1328.5428571428358,8977.63928571427,7649.09642857143,1.1736862477220675,True,False
2023Q3->2024Q2,1613.81071428571,10136.132142857143,8522.32142857143,1.18936280775275,True,False
2023Q4->2024Q3,2338.7160714285715,12057.269642857153,9718.553571428576,1.2406444595113548,True,True
2024Q1->2024Q4,1195.210714285733,11276.528571428582,10081.317857142847,1.118556991379743,True,False
2024Q2->2025Q1,196.28928571430873,10551.464285714315,10355.175000000003,1.018955670542923,True,False
2024Q3->2025Q2,799.7321428571495,10627.271428571434,9827.539285714283,1.0813766416604078,True,False
2024Q4->2025Q3,848.7821428571363,10602.96428571428,9754.182142857142,1.0870172537713672,True,False
2025Q1->2025Q4,1937.8892857142632,12931.128571428568,10993.239285714302,1.1762800968257419,True,False
2025Q2->2026Q1,4553.3232142856505,19597.85892857139,15044.53571428574,1.3026562800447197,True,True
2025Q3->2026Q2,3923.2803571427976,20761.808928571416,16838.52857142862,1.2329942512791625,True,True
