window,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1399.4642857142712,3127.0142857142837,4526.478571428555,0.690827148824301,False,False
2018Q3->2019Q2,-742.9964285714177,3911.500000000002,4654.49642857142,0.8403701796803263,False,False
2018Q4->2019Q3,-965.6928571428391,5441.414285714289,6407.107142857129,0.8492778666547774,False,False
2019Q1->2019Q4,-1556.6964285714237,5047.314285714278,6604.010714285703,0.7642801479404022,False,False
2019Q2->2020Q1,-1937.7964285714252,6279.821428571424,8217.617857142848,0.764190004663326,False,False
2019Q3->2020Q2,-3115.8642857142854,7355.578571428563,10471.442857142845,0.7024417429171311,False,False
2019Q4->2020Q3,-1765.796428571423,9145.8,10911.596428571418,0.8381724947279229,False,False
2020Q1->2020Q4,-1274.5964285714153,10482.321428571435,11756.917857142844,0.8915875364565011,False,False
2020Q2->2021Q1,-1535.2464285714075,9455.271428571436,10990.517857142839,0.8603117297540596,False,False
2020Q3->2021Q2,-887.3142857142707,8972.34285714287,9859.657142857135,0.9100055637982216,False,False
2020Q4->2021Q3,-2110.9785714285563,6677.128571428573,8788.107142857129,0.7597914389170444,False,False
2021Q1->2021Q4,-2023.0535714285647,6033.12142857143,8056.174999999994,0.7488816254080175,False,False
2021Q2->2022Q1,-177.59285714284874,8261.000000000011,8438.592857142856,0.9789546835415195,False,False
2021Q3->2022Q2,-137.3142857142724,7864.828571428574,8002.142857142846,0.9828403106310827,False,False
2021Q4->2022Q3,11.760714285718961,7961.857142857149,7950.096428571429,1.0014793171870788,True,False
2022Q1->2022Q4,536.9142857143008,8954.957142857153,8418.04285714285,1.063781367572716,True,False
2022Q2->2023Q1,-236.7107142856937,8590.814285714292,8827.524999999983,0.9731849284725116,False,False
2022Q3->2023Q2,-734.8749999999789,8556.785714285728,9291.660714285705,0.9209102632352768,False,False
2022Q4->2023Q3,-526.0142857142689,8360.942857142867,8886.957142857134,0.9408105297169066,False,False
2023Q1->2023Q4,-306.703571428562,8422.778571428578,8729.482142857138,0.9648657770977265,False,False
2023Q2->2024Q1,491.1178571428336,8199.464285714279,7708.3464285714435,1.0637124786351684,True,False
2023Q3->2024Q2,1031.2607142856793,10163.014285714267,9131.753571428588,1.1129312903835125,True,False
2023Q4->2024Q3,1248.4392857142263,13462.042857142842,12213.603571428612,1.1022171121252629,True,False
2024Q1->2024Q4,1077.0678571427816,13816.17857142854,12739.110714285753,1.084548119668585,True,False
2024Q2->2025Q1,1166.5821428570769,16526.935714285675,15360.353571428597,1.0759476100229235,True,False
2024Q3->2025Q2,2414.5607142856356,18496.13571428566,16081.575000000023,1.1501445420790959,True,False
2024Q4->2025Q3,4455.385714285675,20662.78571428566,16207.39999999998,1.2748982387234031,True,True
2025Q1->2025Q4,5356.364285714324,26636.33571428571,21279.971428571385,1.2517091859682972,True,True
2025Q2->2026Q1,4881.825000000046,35371.84285714284,30490.017857142797,1.1601122381388305,True,False
2025Q3->2026Q2,1823.6607142857774,34471.20714285716,32647.546428571382,1.0558590434437611,True,False
