window,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1523.5535714285568,2903.9964285714286,4427.5499999999865,0.6558924074423637,False,False
2018Q3->2019Q2,-882.0053571428555,3643.0660714285677,4525.071428571424,0.8050847658284794,False,False
2018Q4->2019Q3,-372.0000000000107,5228.924999999991,5600.925000000003,0.9335823993358219,False,False
2019Q1->2019Q4,-226.35000000000363,5567.85,5794.200000000005,0.9609350730040377,False,False
2019Q2->2020Q1,-586.012500000013,6960.405357142856,7546.417857142867,0.922345606737727,False,False
2019Q3->2020Q2,-1247.7178571428622,7619.378571428571,8867.096428571433,0.8592867612082707,False,False
2019Q4->2020Q3,-1203.757142857153,8847.546428571426,10051.303571428576,0.88023870393499,False,False
2020Q1->2020Q4,-475.2571428571557,10059.399999999998,10534.65714285715,0.9548863207969334,False,False
2020Q2->2021Q1,-501.7482142857227,9442.041071428574,9943.789285714294,0.9495415480086092,False,False
2020Q3->2021Q2,-217.78928571429043,9281.771428571432,9499.560714285719,0.977073751906573,False,False
2020Q4->2021Q3,-848.5499999999743,7709.492857142874,8558.042857142846,0.9008476570911605,False,False
2021Q1->2021Q4,-1143.6053571428288,7284.491071428591,8428.096428571416,0.8643103615585152,False,False
2021Q2->2022Q1,45.783928571459114,8617.68035714287,8571.896428571406,1.00534116679465,True,False
2021Q3->2022Q2,-737.6374999999775,8017.116071428579,8754.753571428553,0.915744344602996,False,False
2021Q4->2022Q3,-730.2428571428452,8106.657142857144,8836.899999999985,0.9173643633918181,False,False
2022Q1->2022Q4,-117.33392857143349,9037.52321428571,9154.857142857138,0.9871834233193933,False,False
2022Q2->2023Q1,257.3000000000018,9334.071428571433,9076.771428571428,1.0283470837648383,True,False
2022Q3->2023Q2,1097.3714285714343,10270.257142857146,9172.885714285709,1.1196320833761624,True,False
2022Q4->2023Q3,1694.8946428571421,9957.198214285716,8262.30357142857,1.2051358471889329,True,True
2023Q1->2023Q4,1291.1750000000093,9929.200000000003,8638.024999999989,1.1494757192761094,True,False
2023Q2->2024Q1,2284.764285714275,10540.642857142848,8255.87857142857,1.2767439305153117,True,True
2023Q3->2024Q2,1905.0125000000035,11647.741071428572,9742.728571428568,1.195531722559389,True,False
2023Q4->2024Q3,1921.9285714285886,13462.121428571445,11540.192857142854,1.1665421536035252,True,False
2024Q1->2024Q4,528.510714285756,12981.507142857172,12452.996428571412,1.0424404453431928,True,False
2024Q2->2025Q1,-541.9660714285155,13290.437500000051,13832.403571428567,0.9608190963609556,False,False
2024Q3->2025Q2,-78.57142857138416,13646.289285714318,13724.860714285698,0.994275247654091,False,False
2024Q4->2025Q3,859.7303571428881,14617.723214285737,13757.992857142846,1.062489519079561,True,False
2025Q1->2025Q4,3062.5696428571564,19021.66250000002,15959.092857142863,1.1919012358829928,True,False
2025Q2->2026Q1,2669.278571428568,25572.053571428572,22902.775,1.1165482598256573,True,False
2025Q3->2026Q2,3080.9946428571475,28064.705357142895,24983.71071428575,1.1233201375925084,True,False
