window,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1047.014285714283,3023.414285714275,4070.4285714285593,0.7427754185238475,False,False
2018Q3->2019Q2,-78.49285714285884,4049.6642857142733,4128.157142857132,0.9809859812922399,False,False
2018Q4->2019Q3,0.49999999999653255,5109.357142857129,5108.857142857132,1.0000978692466858,True,False
2019Q1->2019Q4,-362.7285714285756,4693.771428571412,5056.499999999988,0.9282648924298276,False,False
2019Q2->2020Q1,113.79285714286522,6318.249999999989,6204.457142857124,1.0183405017591054,True,False
2019Q3->2020Q2,-779.7571428571295,7088.69999999999,7868.457142857119,0.9009008845444393,False,False
2019Q4->2020Q3,-159.2785714285614,8751.878571428566,8911.157142857126,0.9821259384303157,False,False
2020Q1->2020Q4,397.2571428571478,10125.814285714288,9728.557142857138,1.0408341275097328,True,False
2020Q2->2021Q1,-789.057142857145,8782.428571428574,9571.485714285718,0.9175616861988883,False,False
2020Q3->2021Q2,-995.1785714285738,8262.79285714286,9257.971428571434,0.8925057633730312,False,False
2020Q4->2021Q3,-2048.6285714285696,6125.700000000003,8174.328571428574,0.7493826491647196,False,False
2021Q1->2021Q4,-3165.807142857132,5158.592857142861,8324.399999999992,0.6196954563863901,False,False
2021Q2->2022Q1,-2163.235714285708,6955.878571428573,9119.11428571428,0.7627800632266925,False,False
2021Q3->2022Q2,-2144.5214285714264,6238.035714285712,8382.557142857137,0.744168588173742,False,False
2021Q4->2022Q3,-1290.3357142857149,6840.507142857147,8130.842857142859,0.841303572463934,False,False
2022Q1->2022Q4,52.32142857141412,8018.007142857137,7965.6857142857225,1.0065683521103,True,False
2022Q2->2023Q1,516.2142857142819,8145.542857142854,7629.328571428572,1.0676618238264737,True,False
2022Q3->2023Q2,-238.1357142857221,8106.621428571421,8344.757142857143,0.971462834662653,False,False
2022Q4->2023Q3,-148.63571428572385,7874.0499999999865,8022.68571428571,0.9814730727864545,False,False
2023Q1->2023Q4,1019.7785714285851,8744.021428571443,7724.2428571428545,1.1320231109105492,True,False
2023Q2->2024Q1,1800.0500000000054,8682.592857142883,6882.542857142875,1.2615385094379574,True,True
2023Q3->2024Q2,2846.5999999999995,11270.371428571452,8423.77142857145,1.337924648613447,True,True
2023Q4->2024Q3,2386.3928571428787,13429.678571428605,11043.285714285721,1.216094459464706,True,True
2024Q1->2024Q4,582.2214285714409,12781.621428571438,12199.399999999994,1.0477254150672528,True,False
2024Q2->2025Q1,1742.0000000000305,16189.528571428578,14447.528571428538,1.1205742554089855,True,False
2024Q3->2025Q2,3011.785714285762,18005.371428571445,14993.585714285678,1.2008716108126276,True,True
2024Q4->2025Q3,5875.828571428611,20772.842857142863,14897.01428571425,1.394429948091232,True,True
2025Q1->2025Q4,7681.914285714358,27002.72857142861,19320.814285714252,1.3975978533883193,True,True
2025Q2->2026Q1,7219.921428571455,33181.821428571435,25961.89999999998,1.2780968044931789,True,True
2025Q3->2026Q2,6820.285714285723,33210.842857142845,26390.557142857124,1.2584365944745393,True,True
