quarter,year,trades,wins,losses,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,53,10,43,-566.5624999999907,598.1160714285719,1164.6785714285627,0.5135460427463169,-10.689858490565863
2018Q3,2018,43,9,34,-235.33750000000515,463.3875,698.7250000000053,0.6631900962467301,-5.472965116279189
2018Q4,2018,81,25,56,26.405357142860495,1491.0982142857117,1464.6928571428512,1.0180279141897155,0.32599206349210486
2019Q1,2019,64,15,49,-351.673214285713,750.7232142857122,1102.3964285714253,0.6809920595067241,-5.494893973214266
2019Q2,2019,63,18,45,13.48392857143007,1218.9267857142884,1205.4428571428587,1.011185871226936,0.21403061224492176
2019Q3,2019,68,16,52,-758.851785714292,1547.433928571426,2306.2857142857165,0.670963670713576,-11.159585084033706
2019Q4,2019,63,15,48,-638.748214285717,868.1732142857019,1506.9214285714188,0.576123743298774,-10.138860544217732
2020Q1,2020,61,18,43,-559.8767857142798,2011.716071428575,2571.5928571428544,0.7822840485191247,-9.178307962529177
2020Q2,2020,61,13,48,-1296.8875000000028,2092.855357142854,3389.7428571428563,0.6174082947716211,-21.260450819672176
2020Q3,2020,70,22,48,616.287500000006,3588.5910714285806,2972.3035714285725,1.2073433904679538,8.804107142857228
2020Q4,2020,56,15,41,-63.066071428567426,2227.4196428571413,2290.4857142857086,0.9724660708271501,-1.126179846938704
2021Q1,2021,38,7,31,-1117.9535714285653,773.8071428571402,1891.7607142857057,0.4090407084858592,-29.419830827067507
2021Q2,2021,71,17,54,-531.3785714285767,1881.0607142857164,2412.4392857142916,0.779733908921467,-7.484205231388405
2021Q3,2021,57,13,44,-377.9142857142823,1359.274999999994,1737.1892857142766,0.7824564721748808,-6.630075187969865
2021Q4,2021,54,12,42,-441.04642857143085,1448.4928571428545,1889.5392857142856,0.7665852031201847,-8.167526455026497
2022Q1,2022,62,20,42,343.58928571429425,2698.750000000006,2355.160714285711,1.1458878299175863,5.541762672811197
2022Q2,2022,47,12,35,28.958928571427933,1740.7874999999958,1711.8285714285682,1.0169169559702234,0.6161474164133602
2022Q3,2022,51,17,34,80.87678571429194,1798.3053571428634,1717.4285714285716,1.0470917900515757,1.5858193277312145
2022Q4,2022,63,19,44,246.2196428571436,2428.8875000000007,2182.667857142856,1.1128067388042493,3.90824829931974
2023Q1,2023,70,20,50,230.12321428572375,2962.1339285714266,2732.010714285702,1.0842321785498163,3.2874744897960535
2023Q2,2023,59,11,48,-1033.3785714285739,1264.2464285714298,2297.6250000000036,0.550240543418281,-17.51489104116227
2023Q3,2023,52,16,36,270.0499999999953,1578.5321428571424,1308.4821428571472,1.206384169225516,5.193269230769141
2023Q4,2023,72,26,46,586.7517857142886,2867.291071428576,2280.5392857142865,1.2572864187825263,8.149330357142897
2024Q1,2024,61,21,40,1149.8910714285555,2931.541071428566,1781.6500000000092,1.6454079484907533,18.850673302107467
2024Q2,2024,63,16,47,-744.7714285714453,2974.442857142848,3719.2142857142917,0.7997503312911676,-11.821768707483258
2024Q3,2024,86,24,62,-125.08571428573318,4332.128571428583,4457.214285714314,0.9719363471739199,-1.4544850498341066
2024Q4,2024,55,18,37,354.66607142857725,2966.158928571438,2611.4928571428595,1.1358097038092634,6.448474025974132
2025Q1,2025,83,30,53,1977.008928571426,5972.544642857139,3995.53571428571,1.4948044692737434,23.819384681583443
2025Q2,2025,44,13,31,765.2035714285596,4956.999999999993,4191.7964285714315,1.1825478847715283,17.39099025973999
2025Q3,2025,65,26,39,2618.59642857143,6194.424999999986,3575.8285714285544,1.7323048004858057,40.286098901098924
2025Q4,2025,61,24,37,2285.1392857143182,9778.842857142867,7493.703571428548,1.3049412435296925,37.4612997658085
2026Q1,2026,59,21,38,1854.498214285659,13595.444642857072,11740.946428571422,1.1579513394058893,31.432173123485747
2026Q2,2026,37,9,28,-1423.1071428571506,5087.27142857144,6510.37857142859,0.7814094637902335,-38.46235521235542
