window,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-730.174999999984,2687.9714285714263,3418.146428571412,0.7863827617516208,False,False
2018Q3->2019Q2,-38.75714285714264,3378.592857142849,3417.349999999993,0.9886587142501809,False,False
2018Q4->2019Q3,169.97142857143064,4289.1071428571395,4119.1357142857105,1.0412638573625883,True,False
2019Q1->2019Q4,424.75357142856745,4618.1142857142795,4193.3607142857145,1.1012919232017264,True,False
2019Q2->2020Q1,25.20357142856045,5627.557142857137,5602.353571428578,1.0044987470189484,True,False
2019Q3->2020Q2,-575.6857142857112,6002.621428571429,6578.307142857142,0.9124872551883193,False,False
2019Q4->2020Q3,13.682142857129634,7619.007142857131,7605.325000000003,1.001799021456299,True,False
2020Q1->2020Q4,397.410714285705,8582.514285714278,8185.103571428574,1.0485529243237595,True,False
2020Q2->2021Q1,628.8714285714148,8214.242857142852,7585.371428571438,1.0829058187187348,True,False
2020Q3->2021Q2,1032.107142857131,8159.2642857142855,7127.157142857155,1.1448132996325904,True,False
2020Q4->2021Q3,-312.6249999999984,6636.785714285717,6949.410714285716,0.955014171294072,False,False
2021Q1->2021Q4,-363.86785714284446,6367.357142857154,6731.2249999999985,0.9459432930643613,False,False
2021Q2->2022Q1,529.5321428571674,7476.657142857155,6947.124999999987,1.0762232064137567,True,False
2021Q3->2022Q2,-202.44999999997736,7187.528571428581,7389.978571428557,0.9726047920108054,False,False
2021Q4->2022Q3,399.21428571430783,7494.457142857153,7095.242857142845,1.0562650629093568,True,False
2022Q1->2022Q4,897.7464285714303,8266.671428571433,7368.925000000001,1.1218286830944042,True,False
2022Q2->2023Q1,954.0678571428604,8576.464285714292,7622.396428571428,1.1251663917093948,True,False
2022Q3->2023Q2,795.000000000002,8715.17142857143,7920.171428571426,1.1003766152247791,True,False
2022Q4->2023Q3,591.8499999999938,8078.842857142855,7486.992857142858,1.0790504293636864,True,False
2023Q1->2023Q4,149.4464285714319,7953.550000000004,7804.10357142857,1.0191497238861065,True,False
2023Q2->2024Q1,187.29285714286948,8015.007142857154,7827.7142857142835,1.0239268898054548,True,False
2023Q3->2024Q2,-91.76428571426027,8782.564285714307,8874.328571428567,0.989659579879688,False,False
2023Q4->2024Q3,506.9142857143185,10605.750000000033,10098.835714285713,1.0501953195453257,True,False
2024Q1->2024Q4,-541.2321428571098,10024.064285714303,10565.296428571408,0.9487726495402943,False,False
2024Q2->2025Q1,-1662.6607142857115,9478.992857142865,11141.653571428575,0.8507707403011163,False,False
2024Q3->2025Q2,-156.20357142858364,10299.114285714271,10455.317857142853,0.9850598926247024,False,False
2024Q4->2025Q3,214.78214285712016,10326.914285714261,10112.13214285714,1.0212400451084727,True,False
2025Q1->2025Q4,684.73571428569,11873.007142857134,11188.271428571441,1.061201206876076,True,False
2025Q2->2026Q1,3476.3428571428212,18255.264285714264,14778.921428571442,1.2352230420835826,True,True
2025Q3->2026Q2,2908.52499999995,19238.71428571427,16330.189285714321,1.1781072435298918,True,False
