year,trades,net_pnl_usd,pf,expectancy_usd,is_complete_calendar_year
2018,122,-762.2857142857063,0.751390739584597,-6.248243559718904,False
2019,173,-362.7285714285756,0.9282648924298273,-2.0966969446738473,True
2020,182,397.25714285714764,1.040834127509732,2.182731554160152,True
2021,168,-3165.807142857131,0.6196954563863902,-18.84409013605435,True
2022,159,52.3214285714144,1.0065683521102997,0.32906558849946166,True
2023,171,1019.7785714285849,1.132023110910548,5.96361737677535,True
2024,189,582.2214285714404,1.0477254150672524,3.08053665910815,True
2025,196,7681.914285714359,1.3975978533883193,39.19344023323652,True
2026,62,2550.807142857104,1.1655835273803299,41.14205069124361,False
