quarter,year,trades,wins,losses,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,72,15,57,-824.7214285714203,840.7178571428645,1665.439285714285,0.5048024652440523,-11.454464285714172
2018Q3,2018,65,14,51,-494.5946428571283,835.1553571428689,1329.7499999999975,0.6280544140950333,-7.609148351648128
2018Q4,2018,91,25,66,-284.7321428571478,1479.4071428571417,1764.1392857142896,0.8385999647744019,-3.1289246467818437
2019Q1,2019,74,20,54,-99.35000000000346,1162.1607142857154,1261.5107142857191,0.9212452190259385,-1.3425675675676143
2019Q2,2019,100,30,70,231.9357142857167,2120.9964285714304,1889.0607142857143,1.122778327097557,2.319357142857167
2019Q3,2019,83,27,56,216.23392857143648,2928.1982142857137,2711.9642857142767,1.0797333245538983,2.6052280550775477
2019Q4,2019,65,21,44,85.47321428572074,1483.9196428571406,1398.4464285714203,1.0611201205419327,1.3149725274726267
2020Q1,2020,94,37,57,1278.585714285713,4792.849999999993,3514.2642857142796,1.3638274217119215,13.601975683890565
2020Q2,2020,73,26,47,991.2392857142929,4062.003571428577,3070.7642857142823,1.3227988844098872,13.578620352250589
2020Q3,2020,88,30,58,1209.526785714269,5340.187499999994,4130.660714285726,1.2928167838939586,13.744622564934874
2020Q4,2020,76,25,51,312.8642857142989,3213.714285714291,2900.8499999999913,1.1078526244770672,4.116635338346038
2021Q1,2021,54,12,42,-648.1250000000027,1864.7392857142827,2512.864285714285,0.7420771970517414,-12.002314814814865
2021Q2,2021,78,25,53,368.87500000001444,2913.7714285714355,2544.89642857142,1.1449469596713937,4.729166666666852
2021Q3,2021,76,18,58,-779.0160714285646,1857.6767857142977,2636.6928571428616,0.7045480404294374,-10.250211466165323
2021Q4,2021,71,19,52,-504.8267857142877,1974.0767857142844,2478.903571428571,0.7963507772013256,-7.110236418511095
2022Q1,2022,82,26,56,-23.03035714285656,3570.683928571427,3593.7142857142835,0.9935914891079665,-0.2808580139372751
2022Q2,2022,49,10,39,-836.8214285714241,1490.8999999999996,2327.721428571423,0.6404976049539569,-17.07798833819233
2022Q3,2022,54,14,40,-181.99821428571573,2034.030357142858,2216.028571428574,0.9178719008264455,-3.3703373015873286
2022Q4,2022,77,24,53,697.6964285714198,3330.182142857141,2632.4857142857204,1.265033319947466,9.060992578849607
2023Q1,2023,82,24,58,31.375000000016698,3669.2857142857188,3637.9107142857015,1.008624455756105,0.3826219512197158
2023Q2,2023,64,13,51,-1200.3464285714472,1751.5249999999953,2951.871428571442,0.5933608703437486,-18.755412946428862
2023Q3,2023,64,16,48,-113.43392857143476,1575.9875000000002,1689.4214285714347,0.9328563455789988,-1.7724051339286682
2023Q4,2023,94,33,61,789.1946428571291,4186.569642857132,3397.375000000001,1.2322954171550478,8.395687689969458
2024Q1,2024,96,31,65,961.6339285714075,4026.5053571428434,3064.871428571434,1.3137599573041914,10.017020089285495
2024Q2,2024,83,24,59,131.29642857143125,4784.539285714294,4653.242857142863,1.028216113493816,1.581884681583509
2024Q3,2024,88,29,59,1081.542857142866,4877.03928571429,3795.4964285714213,1.2849542549958208,12.290259740259842
2024Q4,2024,97,25,72,-335.8696428571648,4577.723214285712,4913.592857142876,0.9316447958505738,-3.46257363770273
2025Q1,2025,98,36,62,2230.878571428577,6696.085714285733,4465.207142857154,1.4996136797365027,22.764067055393642
2025Q2,2025,84,27,57,1608.541071428586,9144.30535714285,7535.7642857142655,1.2134542709195317,19.14929846938793
2025Q3,2025,81,34,47,3707.223214285742,8062.191071428594,4354.96785714285,1.8512630485217703,45.76818783068817
2025Q4,2025,94,34,60,3440.203571428601,13473.25357142858,10033.049999999985,1.3428871152270347,36.59791033434682
2026Q1,2026,83,31,52,8610.973214285683,23846.541071428528,15235.56785714285,1.5651888590584182,103.74666523235763
2026Q2,2026,70,16,54,-1522.5357142857135,10127.353571428586,11649.889285714304,0.869308997111867,-21.75051020408162
