window,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,-1127.1678571428483,3303.3249999999953,4430.4928571428445,0.745588607523511,False,False
2018Q3->2019Q2,-547.1214285714276,3924.1357142857123,4471.257142857141,0.8776358838038518,False,False
2018Q4->2019Q3,-1070.6357142857144,5008.182142857138,6078.817857142852,0.8238743552699686,False,False
2019Q1->2019Q4,-1735.789285714292,4385.257142857128,6121.046428571419,0.7164227871868302,False,False
2019Q2->2020Q1,-1943.9928571428586,5646.249999999991,7590.242857142848,0.7438826538582425,False,False
2019Q3->2020Q2,-3254.3642857142913,6520.178571428557,9774.542857142846,0.6670571367605055,False,False
2019Q4->2020Q3,-1879.2249999999938,8561.335714285711,10440.560714285702,0.8200072724610787,False,False
2020Q1->2020Q4,-1303.542857142844,9920.58214285715,11224.124999999993,0.8838624073464219,False,False
2020Q2->2021Q1,-1861.6196428571293,8682.673214285716,10544.292857142842,0.8234476538086629,False,False
2020Q3->2021Q2,-1096.1107142857034,8470.878571428579,9566.989285714279,0.8854278308932104,False,False
2020Q4->2021Q3,-2090.312499999992,6241.562499999992,8331.874999999982,0.7491185957542577,False,False
2021Q1->2021Q4,-2468.2928571428556,5462.635714285705,7930.92857142856,0.6887763097457511,False,False
2021Q2->2022Q1,-1006.7499999999957,7387.57857142857,8394.328571428563,0.8800678349157517,False,False
2021Q3->2022Q2,-446.412499999991,7247.305357142851,7693.717857142841,0.9419770118570775,False,False
2021Q4->2022Q3,12.378571428583271,7686.33571428572,7673.957142857137,1.0016130623611972,True,False
2022Q1->2022Q4,699.6446428571577,8666.730357142867,7967.085714285708,1.0878168841089073,True,False
2022Q2->2023Q1,586.1785714285872,8930.114285714288,8343.935714285697,1.0702520478944955,True,False
2022Q3->2023Q2,-476.15892857141455,8453.573214285721,8929.732142857134,0.9466771319728453,False,False
2022Q4->2023Q3,-286.9857142857112,8233.8,8520.785714285708,0.9663193367479531,False,False
2023Q1->2023Q4,53.54642857143381,8672.203571428574,8618.657142857139,1.0062128505269308,True,False
2023Q2->2024Q1,973.3142857142656,8641.610714285714,7668.296428571446,1.1269270554132178,True,False
2023Q3->2024Q2,1261.921428571394,10351.807142857131,9089.885714285734,1.1388269850948898,True,False
2023Q4->2024Q3,866.7857142856657,13105.403571428575,12238.6178571429,1.0708238237686118,True,False
2024Q1->2024Q4,634.6999999999543,13204.271428571434,12569.571428571473,1.0504949594826476,True,False
2024Q2->2025Q1,1461.8178571428248,16245.275000000009,14783.457142857176,1.0988820032430053,True,False
2024Q3->2025Q2,2971.7928571428292,18227.83214285715,15256.039285714316,1.1947945204838066,True,False
2024Q4->2025Q3,5715.474999999993,20090.128571428555,14374.653571428555,1.3976078429716199,True,True
2025Q1->2025Q4,7645.948214285734,26902.81249999998,19256.864285714244,1.3970505322591853,True,True
2025Q2->2026Q1,7523.437499999966,34525.712499999914,27002.274999999958,1.2786223568199335,True,True
2025Q3->2026Q2,5335.126785714257,34655.98392857136,29320.857142857116,1.1819567129201043,True,False
