id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter,entry_year
27,1881,2018-04-02 16:30:00,1881,2018-04-02 16:30:00,BUY,1335.71,1333.8157142857142,1333.8157142857142,1339.4985714285715,0.1,-19.64285714285843,-189.4285714285843,-1.0,SL,2018Q2,2018,0,2018-04-02 16:30:00,2018Q2,2018
28,1884,2018-04-02 18:00:00,1888,2018-04-02 20:00:00,BUY,1337.39,1342.2928571428572,1334.9385714285715,1342.2928571428572,0.1,48.32857142857101,490.2857142857101,1.9167138810198292,TP,2018Q2,2018,4,2018-04-02 18:00:00,2018Q2,2018
29,1889,2018-04-02 20:30:00,1902,2018-04-03 04:00:00,BUY,1342.9,1339.4607142857144,1339.4607142857144,1349.7785714285717,0.1,-35.092857142856886,-343.92857142856883,-1.0,SL,2018Q2,2018,13,2018-04-02 20:30:00,2018Q2,2018
30,1962,2018-04-04 11:00:00,1962,2018-04-04 11:00:00,BUY,1339.74,1344.0942857142857,1337.5628571428572,1344.0942857142857,0.1,42.842857142856516,435.4285714285652,1.906547997457087,TP,2018Q2,2018,0,2018-04-04 11:00:00,2018Q2,2018
31,1963,2018-04-04 11:30:00,1974,2018-04-04 17:00:00,BUY,1343.44,1340.8203571428571,1340.8203571428571,1348.6792857142857,0.1,-26.89642857142935,-261.9642857142935,-1.0,SL,2018Q2,2018,11,2018-04-04 11:30:00,2018Q2,2018
32,2064,2018-04-06 16:00:00,2121,2018-04-09 21:30:00,BUY,1328.52,1336.98,1324.29,1336.98,0.1,83.90000000000036,846.0000000000036,1.9511627906976745,TP,2018Q2,2018,57,2018-04-06 16:00:00,2018Q2,2018
33,2146,2018-04-10 11:00:00,2146,2018-04-10 11:00:00,BUY,1337.42,1334.93,1334.93,1342.4,0.1,-25.60000000000009,-249.0000000000009,-1.0,SL,2018Q2,2018,0,2018-04-10 11:00:00,2018Q2,2018
34,2163,2018-04-10 19:30:00,2196,2018-04-11 13:00:00,BUY,1340.35,1347.2071428571428,1336.9214285714284,1347.2071428571428,0.1,67.8714285714289,685.714285714289,1.939975500204102,TP,2018Q2,2018,33,2018-04-10 19:30:00,2018Q2,2018
35,2197,2018-04-11 13:30:00,2199,2018-04-11 14:30:00,BUY,1346.78,1351.067857142857,1344.6360714285713,1351.067857142857,0.1,42.17857142857092,428.7857142857092,1.9051459912888187,TP,2018Q2,2018,2,2018-04-11 13:30:00,2018Q2,2018
36,2201,2018-04-11 15:30:00,2205,2018-04-11 17:30:00,BUY,1351.76,1358.057857142857,1348.6110714285714,1358.057857142857,0.1,62.27857142857083,629.7857142857083,1.9347609009208913,TP,2018Q2,2018,4,2018-04-11 15:30:00,2018Q2,2018
37,2206,2018-04-11 18:00:00,2210,2018-04-11 20:00:00,BUY,1359.1,1354.51,1354.51,1368.28,0.1,-46.599999999999184,-458.9999999999918,-1.0,SL,2018Q2,2018,4,2018-04-11 18:00:00,2018Q2,2018
38,2286,2018-04-13 12:00:00,2289,2018-04-13 13:30:00,BUY,1341.21,1338.93,1338.93,1345.77,0.1,-23.499999999999726,-227.99999999999727,-1.0,SL,2018Q2,2018,3,2018-04-13 12:00:00,2018Q2,2018
39,2296,2018-04-13 17:00:00,2310,2018-04-16 01:00:00,BUY,1343.86,1340.1260714285713,1340.1260714285713,1351.327857142857,0.1,-38.03928571428578,-373.3928571428578,-1.0,SL,2018Q2,2018,14,2018-04-13 17:00:00,2018Q2,2018
40,2317,2018-04-16 04:30:00,2325,2018-04-16 08:30:00,BUY,1347.15,1343.7417857142857,1343.7417857142857,1353.9664285714289,0.1,-34.78214285714394,-340.82142857143936,-1.0,SL,2018Q2,2018,8,2018-04-16 04:30:00,2018Q2,2018
41,2341,2018-04-16 16:30:00,2367,2018-04-17 06:30:00,BUY,1347.49,1344.5114285714285,1344.5114285714285,1353.4471428571428,0.1,-30.48571428571513,-297.8571428571513,-1.0,SL,2018Q2,2018,26,2018-04-16 16:30:00,2018Q2,2018
42,2422,2018-04-18 11:00:00,2423,2018-04-18 11:30:00,BUY,1346.24,1344.0928571428572,1344.0928571428572,1350.534285714286,0.1,-22.17142857142853,-214.71428571428532,-1.0,SL,2018Q2,2018,1,2018-04-18 11:00:00,2018Q2,2018
43,2428,2018-04-18 14:00:00,2433,2018-04-18 16:30:00,BUY,1349.27,1355.2785714285717,1346.2657142857142,1355.2785714285717,0.1,59.38571428571713,600.8571428571713,1.931691449814201,TP,2018Q2,2018,5,2018-04-18 14:00:00,2018Q2,2018
44,2476,2018-04-19 15:00:00,2476,2018-04-19 15:00:00,BUY,1350.73,1347.535,1347.535,1357.12,0.1,-32.649999999999366,-319.49999999999363,-1.0,SL,2018Q2,2018,0,2018-04-19 15:00:00,2018Q2,2018
45,2608,2018-04-24 12:00:00,2612,2018-04-24 14:00:00,BUY,1327.78,1325.4303571428572,1325.4303571428572,1332.4792857142857,0.1,-24.19642857142726,-234.9642857142726,-1.0,SL,2018Q2,2018,4,2018-04-24 12:00:00,2018Q2,2018
46,2618,2018-04-24 17:00:00,2645,2018-04-25 07:30:00,BUY,1329.96,1327.0564285714286,1327.0564285714286,1335.767142857143,0.1,-29.735714285714675,-290.35714285714675,-1.0,SL,2018Q2,2018,27,2018-04-24 17:00:00,2018Q2,2018
